                                                       |             |              |           Play           |        Declaring         |                Defending              |
PAOLUZI Simonetta - SACCAVINI Ilaria                   |  258   0.50 |  0.48   0.02 |  0.29 (134)  -0.28 (124) |  0.07 ( 73)   0.56 ( 61) |  0.08 ( 62)  -0.01 ( 62)  -0.32 (124) |
RIMSTEDT Sandra - SJOBERG Emma                         |  299   0.47 |  0.65  -0.18 | -0.19 (143)  -0.17 (156) | -0.64 ( 76)   0.32 ( 67) | -0.34 ( 69)   0.39 ( 87)  -0.24 (156) |
BREWIAK Grazyna - DUFRAT Katarzyna                     |  240   0.38 |  0.47  -0.09 | -0.33 (115)   0.12 (125) | -0.33 ( 66)  -0.32 ( 49) |  0.23 ( 58)   0.01 ( 67)   0.01 (125) |
DHONDY Heather - SENIOR Nevena                         |  280   0.36 |  0.10   0.27 | -0.03 (147)   0.60 (132) | -0.35 ( 55)   0.15 ( 92) |  0.29 ( 63)   0.20 ( 69)   0.35 (132) |
BROCK Sally - SMITH Nicola                             |  260   0.33 | -0.02   0.35 |  0.27 (128)   0.44 (131) | -0.01 ( 74)   0.65 ( 54) | -0.27 ( 58)   0.28 ( 73)   0.40 (131) |
BERTHEAU Kathrine - LARSSON Jessica                    |  240   0.33 |  0.17   0.16 |  0.19 (114)   0.13 (126) |  0.49 ( 55)  -0.10 ( 59) | -0.04 ( 70)   0.19 ( 56)   0.07 (126) |
BEKKOUCHE Nadia - SCHALTZ Dorthe                       |  320   0.31 |  0.12   0.19 |  0.28 (154)   0.10 (165) |  0.56 ( 74)   0.02 ( 80) |  0.19 ( 74)   0.07 ( 91)  -0.03 (165) |
KRIFTNER Susanne - SMEDEREVAC Jovanka                  |  359   0.29 | -0.08   0.37 |  0.62 (176)   0.13 (181) |  0.31 ( 71)   0.84 (105) |  0.02 ( 77)  -0.02 (104)   0.13 (181) |
CARCASSONNE-LABAERE Valerie - DEWASME Isabelle         |  280   0.29 |  0.23   0.05 | -0.19 (128)   0.26 (152) | -0.41 ( 74)   0.11 ( 54) |  0.23 ( 72)   0.02 ( 80)   0.14 (152) |
VAN ZWOL Wietske - ARNOLDS Carla                       |  180   0.27 |  0.14   0.13 |  0.42 ( 97)  -0.21 ( 82) |  0.22 ( 47)   0.60 ( 50) |  0.53 ( 39)  -0.50 ( 43)  -0.21 ( 82) |
McGOWAN Elizabeth (Liz) - PUNCH Sam                    |  280   0.24 |  0.16   0.08 |  0.04 (151)   0.13 (129) |  0.47 ( 76)  -0.40 ( 75) |  0.14 ( 63)   0.12 ( 66)   0.00 (129) |
HOULBERG Anne-Sofie - MADSEN Christina Lund            |  220   0.23 |  0.06   0.17 |  0.25 (125)   0.08 ( 95) |  0.18 ( 61)   0.31 ( 64) |  0.01 ( 42)   0.23 ( 53)  -0.06 ( 95) |
GAVIARD Daniele - REESS Vanessa                        |  220   0.16 |  0.24  -0.07 | -0.14 (115)  -0.00 (105) | -0.48 ( 59)   0.22 ( 56) | -0.03 ( 53)  -0.24 ( 52)   0.13 (105) |
ZMUDA Justyna - TACZEWSKA Joanna                       |  260   0.15 |  0.22  -0.07 |  0.17 (122)  -0.29 (137) |  0.06 ( 67)   0.31 ( 55) | -0.12 ( 67)  -0.08 ( 70)  -0.19 (137) |
WISEMAN Yvonne - McQUAKER Fiona                        |  240   0.12 |  0.08   0.04 |  0.36 (108)  -0.23 (131) |  0.47 ( 58)   0.24 ( 50) | -0.04 ( 73)  -0.20 ( 58)  -0.11 (131) |
WEIGKRICHT Terry - FISCHER Doris                       |  280   0.10 | -0.07   0.18 |  0.09 (136)   0.26 (143) | -0.08 ( 67)   0.25 ( 69) | -0.03 ( 75)   0.12 ( 68)   0.22 (143) |
FUGLESTAD Ann Karin - HARDING Marianne                 |  300   0.10 | -0.01   0.10 |  0.23 (161)  -0.04 (137) | -0.07 ( 82)   0.53 ( 79) | -0.17 ( 67)  -0.09 ( 70)   0.09 (137) |
BOHNSACK Susanne - KHANUKOVA Yevgeniya                 |  160   0.09 |  0.44  -0.35 | -0.05 ( 73)  -0.61 ( 87) | -0.31 ( 38)   0.23 ( 35) | -0.77 ( 34)  -0.51 ( 53)   0.01 ( 87) |
NOSACKI Michal - SAADA Nathalie                        |  180   0.06 | -0.26   0.32 |  0.43 ( 90)   0.21 ( 90) |  1.03 ( 47)  -0.23 ( 43) | -0.10 ( 42)   0.18 ( 48)   0.16 ( 90) |
TOPIOL Yael - DE GRAVE Greet                           |  140   0.04 |  0.16  -0.11 |  0.15 ( 67)  -0.36 ( 72) | -0.05 ( 36)   0.38 ( 31) |  0.25 ( 34)  -0.14 ( 38)  -0.40 ( 72) |
JOHANSSON Marie - ANDERSSON Pia                        |  180  -0.02 | -0.18   0.16 |  0.04 ( 89)   0.29 ( 91) |  0.23 ( 49)  -0.20 ( 40) |  0.44 ( 39)   0.45 ( 52)  -0.16 ( 91) |
VIST Gunn Tove - HOLMOY Stine                          |  200  -0.03 | -0.01  -0.02 |  0.27 ( 94)  -0.28 (105) |  0.04 ( 46)   0.49 ( 48) |  0.01 ( 50)  -0.03 ( 55)  -0.27 (105) |
FERLAZZO Caterina - MANARA Gabriella                   |  219  -0.04 |  0.09  -0.13 | -0.03 (110)  -0.24 (108) |  0.49 ( 44)  -0.38 ( 66) | -0.17 ( 56)  -0.01 ( 52)  -0.14 (108) |
LEVIT-PORAT Ruth - POPLILOV Matilda                    |  260  -0.07 |  0.15  -0.21 | -0.12 (136)  -0.32 (123) |  0.37 ( 56)  -0.47 ( 80) | -0.31 ( 66)  -0.24 ( 57)  -0.04 (123) |
ECONOMOU Liana - KANELLOPOULOU Despina                 |  280  -0.09 |  0.10  -0.19 | -0.26 (134)  -0.12 (145) | -0.15 ( 65)  -0.36 ( 69) |  0.13 ( 73)  -0.44 ( 72)   0.03 (145) |
BROGELAND Tonje Aasand - SVENDSEN Tone Torkelsen       |  220  -0.18 | -0.28   0.10 |  0.49 (105)  -0.26 (115) |  0.70 ( 52)   0.29 ( 53) | -0.13 ( 74)  -0.02 ( 41)  -0.16 (115) |
GLADIATOR Anne - ALBERTI Anja                          |  280  -0.20 | -0.15  -0.05 |  0.33 (132)  -0.40 (147) |  0.66 ( 67)  -0.01 ( 65) | -0.17 ( 66)  -0.35 ( 81)  -0.13 (147) |
ADUT Vera - ATALAY Belis                               |  220  -0.20 | -0.17  -0.03 |  0.10 (110)  -0.16 (109) |  0.52 ( 54)  -0.31 ( 56) | -0.13 ( 55)  -0.01 ( 54)  -0.09 (109) |
GEORGIEVA Draga - PETROVA Valentina                    |  239  -0.28 | -0.10  -0.19 | -0.04 (114)  -0.32 (125) |  0.26 ( 56)  -0.34 ( 58) | -0.41 ( 65)  -0.02 ( 60)  -0.10 (125) |
KYRIAKIDOU Antonia (Nitsa) - LAMBRINOU Sophie          |  260  -0.30 | -0.14  -0.17 | -0.16 (135)  -0.18 (125) | -0.13 ( 31)  -0.16 (104) |  0.01 (101)  -0.07 ( 24)  -0.18 (125) |
ADAMSON Sheila - SYMONS Anne                           |  200  -0.31 |  0.11  -0.42 | -0.64 ( 96)  -0.22 (103) | -0.62 ( 53)  -0.67 ( 43) | -0.27 ( 48)  -0.14 ( 55)  -0.02 (103) |
TOUTENEL Els - DOBBELS Tine                            |  300  -0.32 |  0.10  -0.42 | -0.54 (157)  -0.29 (143) | -0.60 ( 75)  -0.49 ( 82) |  0.02 ( 68)  -0.23 ( 75)  -0.18 (143) |
GOLIN Cristina - OLIVIERI Gabriella                    |  240  -0.33 | -0.32  -0.01 | -0.04 (114)   0.02 (125) | -0.20 ( 55)   0.11 ( 59) | -0.06 ( 58)  -0.29 ( 67)   0.20 (125) |
GIAMPIETRO Cristina - NEHMERT Pony Beate               |  280  -0.34 | -0.19  -0.15 | -0.33 (138)   0.03 (142) | -0.80 ( 63)   0.06 ( 75) | -0.19 ( 60)   0.06 ( 82)   0.07 (142) |
CRIADO DEL RAY Isabel - MURUAGA Angeles                |  260  -0.37 | -0.40   0.02 | -0.10 (134)   0.16 (126) | -0.63 ( 58)   0.31 ( 76) |  0.66 ( 62)  -0.09 ( 64)  -0.12 (126) |
VETRUSHKOVA-KOSTOVA Velina - STOYANOVA Dilyanka        |  240  -0.38 | -0.21  -0.16 |  0.04 (128)  -0.41 (111) |  0.07 ( 72)   0.01 ( 56) |  0.29 ( 58)  -0.29 ( 53)  -0.42 (111) |
TAUBE Aire - ORAS Maarja                               |  260  -0.47 | -0.51   0.04 | -0.13 (137)   0.24 (123) | -0.00 ( 67)  -0.26 ( 70) | -0.10 ( 63)   0.49 ( 60)   0.05 (123) |
VIDENOVA Karka - ANGELOVA Maria                        |  240  -0.52 | -0.41  -0.12 | -0.21 (112)  -0.03 (128) | -0.02 ( 47)  -0.35 ( 65) |  0.30 ( 64)  -0.17 ( 64)  -0.10 (128) |
SARV Pihel - SEPP Tuul                                 |  240  -0.52 | -0.12  -0.40 | -0.23 (121)  -0.57 (118) |  0.08 ( 66)  -0.61 ( 55) | -0.15 ( 54)  -0.18 ( 64)  -0.40 (118) |
HAND Valerie - O'KEEFFE Aileen                         |  260  -0.57 | -0.39  -0.18 |  0.23 (120)  -0.54 (138) |  0.46 ( 66)  -0.04 ( 54) | -0.18 ( 52)   0.08 ( 86)  -0.52 (138) |
VELONI Anastasia - MAMIDAKI Lina                       |  180  -0.68 | -0.47  -0.21 |  0.40 ( 83)  -0.73 ( 97) | -0.18 ( 39)   0.91 ( 44) |  0.12 ( 60)  -0.27 ( 37)  -0.70 ( 97) |
GARCIA CAMBON Manola - TAPIAS Paz                      |  220  -0.81 | -0.74  -0.07 | -0.22 (123)   0.12 ( 97) | -0.14 ( 73)  -0.34 ( 50) |  0.27 ( 48)  -0.14 ( 49)   0.05 ( 97) |
JOYCE Emer - KENNY Joan                                |  240  -0.82 | -0.56  -0.27 |  0.01 (123)  -0.56 (116) |  0.38 ( 58)  -0.32 ( 65) | -0.01 ( 54)  -0.30 ( 62)  -0.39 (116) |
BARNES Marta - LEON Pilar                              |  220  -0.92 | -0.54  -0.37 | -0.49 (127)  -0.22 ( 92) | -0.17 ( 73)  -0.91 ( 54) | -0.19 ( 55)  -0.74 ( 37)   0.19 ( 92) |
VIILUP Triinu - PIIBELEHT Ines                         |  219  -0.94 | -0.41  -0.53 | -0.36 (115)  -0.73 (104) | -0.86 ( 61)   0.22 ( 54) | -0.01 ( 50)  -0.59 ( 54)  -0.41 (104) |
BILDE Lone - RASMUSSEN Helle                           |  180  -1.06 | -0.73  -0.33 | -0.48 ( 88)  -0.18 ( 92) |  0.05 ( 54)  -1.33 ( 34) | -0.22 ( 49)  -0.27 ( 43)   0.07 ( 92) |
DOWLING-LONG Hilary - PENDER Gilda                     |  220  -1.15 | -0.75  -0.41 | -0.29 (110)  -0.52 (109) | -0.08 ( 52)  -0.48 ( 58) | -0.25 ( 43)  -0.22 ( 66)  -0.29 (109) |

                                                       |             |              |           Play           |        Declaring         |                Defending              |
Players                                                |  No. Butler |   Bid   Play |   Declaring    Defending |   Declarer1    Declarer2 |       Lead1        Lead2         Play |
ANGEBRANDT Dietlind - PICHLER Eva                      |   80  -0.34 | -0.42   0.08 | -0.19 ( 41)   0.37 ( 39) | -0.18 ( 24)  -0.20 ( 17) |  0.43 ( 14)   0.56 ( 25)  -0.14 ( 39) |
BARNES Marta - TAPIAS Paz                              |   20  -2.00 | -1.33  -0.67 | -0.77 ( 12)  -0.52 (  8) | -0.60 (  8)  -1.10 (  4) | -0.27 (  4)  -0.82 (  4)   0.02 (  8) |

