                                                       |             |              |           Play           |        Declaring         |                Defending              |
SMART Diana - BEALE Felicity                           |  224  -0.21 |  0.08  -0.28 | -0.16 (107)  -0.39 (117) | -0.57 ( 44)   0.13 ( 63) |  0.12 ( 73)   0.01 ( 44)  -0.47 (117) |
HAMDY Nessrine - PHILIPPE PASCAL Catherine             |  208  -0.21 | -0.06  -0.15 | -0.13 (107)  -0.17 (101) | -0.30 ( 54)   0.05 ( 53) |  0.31 ( 64)  -0.03 ( 37)  -0.35 (101) |
CUMPSTONE Karen - NISBET Pamela                        |  224  -0.22 | -0.27   0.05 |  0.08 (121)   0.01 (101) |  0.42 ( 52)  -0.18 ( 69) | -0.01 ( 52)   0.31 ( 49)  -0.13 (101) |
VARGAS DE ANDRADE Isabella - PACHECO Juliana           |  208  -0.26 |  0.11  -0.37 |  0.31 ( 92)  -0.93 (114) |  0.22 ( 49)   0.42 ( 43) | -0.23 ( 56)  -0.19 ( 58)  -0.73 (114) |
BLACKHAM Elisabeth - DON Rose                          |  176  -0.28 | -0.16  -0.12 |  0.44 ( 87)  -0.66 ( 89) |  0.37 ( 51)   0.55 ( 36) | -0.32 ( 39)  -0.11 ( 50)  -0.46 ( 89) |
TISCORNIA Marta - BLUM Ana                             |  224  -0.30 |  0.08  -0.38 | -0.09 (114)  -0.69 (108) |  0.22 ( 55)  -0.38 ( 59) | -0.15 ( 50)  -0.33 ( 58)  -0.45 (108) |
CORREA Paula - DORIA Lucia                             |  256  -0.30 | -0.13  -0.18 | -0.20 (142)  -0.15 (114) | -0.67 ( 69)   0.24 ( 73) |  0.14 ( 57)   0.18 ( 57)  -0.31 (114) |
SUMAMPOUW Conny - KORENGKENG Irne                      |  160  -0.31 |  0.09  -0.40 | -0.50 ( 70)  -0.33 ( 89) | -1.75 ( 27)   0.28 ( 43) |  0.31 ( 40)   0.17 ( 49)  -0.56 ( 89) |
GROMANN Ingrid - NEHMERT Pony Beate                    |  144  -0.35 |  0.07  -0.42 | -0.05 ( 67)  -0.76 ( 75) | -0.20 ( 39)   0.15 ( 28) | -0.02 ( 36)  -0.00 ( 39)  -0.75 ( 75) |
LECHTMAN Vivianne - ALTMANN DE HANTOS Sally            |  240  -0.37 |  0.03  -0.40 | -0.39 (116)  -0.41 (122) |  0.44 ( 71)  -1.70 ( 45) | -0.16 ( 60)  -0.30 ( 62)  -0.18 (122) |
TAK-TAK Chafika - OHANA Marie-Claire                   |  336  -0.44 | -0.13  -0.30 | -0.35 (151)  -0.27 (182) | -0.83 ( 62)  -0.01 ( 89) | -0.02 ( 96)  -0.07 ( 86)  -0.23 (182) |
CLARK Alida - FULLER Leone                             |  176  -0.46 | -0.21  -0.25 |  0.23 ( 79)  -0.67 ( 93) |  0.09 ( 38)   0.36 ( 41) | -0.46 ( 58)   0.34 ( 35)  -0.52 ( 93) |
ABID Najim - BOKHARI Roshan Ara                        |  192  -0.49 | -0.23  -0.26 | -0.21 ( 93)  -0.31 ( 99) |  0.12 ( 49)  -0.58 ( 44) |  0.13 ( 48)  -0.16 ( 51)  -0.29 ( 99) |
MIYAKUNI Ayako - NISHIDA Natsuko                       |  224  -0.55 | -0.49  -0.07 | -0.04 ( 96)  -0.09 (127) | -0.04 ( 54)  -0.04 ( 42) |  0.27 ( 60)  -0.20 ( 67)  -0.11 (127) |
SMITH Ivy - TACHE Nina                                 |  208  -0.58 | -0.33  -0.24 | -0.28 (120)  -0.20 ( 87) |  0.61 ( 63)  -1.26 ( 57) | -0.26 ( 48)   0.05 ( 39)  -0.07 ( 87) |
THOMPSON Jacqueline - CUMMINS Patricia                 |  288  -0.63 | -0.43  -0.21 | -0.37 (144)  -0.05 (142) | -0.40 ( 72)  -0.33 ( 72) | -0.08 ( 69)   0.06 ( 73)  -0.04 (142) |
KABBAJ Leila - NABIL Graziella                         |  336  -0.98 | -0.47  -0.51 | -0.28 (152)  -0.70 (182) | -0.26 ( 80)  -0.30 ( 72) | -0.16 ( 85)   0.05 ( 97)  -0.65 (182) |
DARYANANI Padma - PACHECO Morella                      |  176  -0.99 | -0.74  -0.25 | -0.35 ( 76)  -0.17 ( 98) | -0.44 ( 40)  -0.24 ( 36) | -0.02 ( 52)  -0.12 ( 46)  -0.11 ( 98) |
ADAMJEE Fizza Hakim - DOSSA Qudsia                     |  176  -1.14 | -0.46  -0.67 | -1.17 ( 90)  -0.15 ( 85) | -1.30 ( 36)  -1.08 ( 54) | -0.10 ( 47)   0.21 ( 38)  -0.19 ( 85) |
SPRINGER Adelle - COLLINS Nan                          |  144  -1.43 | -1.00  -0.43 | -0.52 ( 73)  -0.33 ( 71) | -1.12 ( 37)   0.08 ( 36) |  0.15 ( 28)  -0.24 ( 43)  -0.24 ( 71) |
SEALE Yvonne - HINDS Roglyn                            |  240  -1.68 | -0.96  -0.72 | -0.65 (135)  -0.81 (103) | -0.63 ( 65)  -0.67 ( 70) | -0.32 ( 54)  -0.05 ( 49)  -0.62 (103) |

                                                       |             |              |           Play           |        Declaring         |                Defending              |
Players                                                |  No. Butler |   Bid   Play |   Declaring    Defending |   Declarer1    Declarer2 |       Lead1        Lead2         Play |
SHIMAMURA Kyoko - NAKAO Tomoe                          |   16   1.56 |  1.06   0.51 | -0.21 (  8)   1.22 (  8) | -0.12 (  3)  -0.26 (  5) | -0.07 (  4)   0.60 (  4)   0.95 (  8) |
SMITH Ivy - PACHECO Morella                            |   48   0.79 |  0.73   0.06 |  0.05 ( 30)   0.08 ( 18) | -0.13 ( 21)   0.46 (  9) | -0.01 (  6)  -0.06 ( 12)   0.12 ( 18) |
SHIMAMURA Kyoko - OHNO Michiko                         |   64   0.22 | -0.17   0.39 |  0.39 ( 34)   0.40 ( 30) |  0.66 ( 13)   0.22 ( 21) |  0.36 ( 13)   0.36 ( 17)   0.04 ( 30) |
BOKHARI Roshan Ara - AGHA Rubina                       |   32  -0.56 | -0.75   0.19 |  0.70 ( 17)  -0.39 ( 15) |  0.55 (  8)   0.83 (  9) |  0.10 (  9)   0.03 (  6)  -0.46 ( 15) |
ABU GARBIEH May - KHATTAK Yasmin                       |   64  -1.17 | -0.77  -0.41 | -0.58 ( 34)  -0.21 ( 30) | -0.36 ( 19)  -0.84 ( 15) | -0.57 ( 16)  -0.40 ( 14)   0.28 ( 30) |
SAKET Randa - KHATTAK Yasmin                           |   16  -1.25 |  0.65  -1.90 | -1.09 ( 10)  -3.25 (  6) |  0.45 (  4)  -2.12 (  6) | -0.25 (  2)  -2.11 (  4)  -1.76 (  6) |
ABID Najim - DOSSA Qudsia                              |   32  -2.56 | -1.85  -0.71 | -0.26 ( 18)  -1.29 ( 14) |  1.15 (  9)  -1.68 (  9) | -0.72 (  6)  -1.26 (  8)  -0.26 ( 14) |

