Players;Count;IMPs;Bid;Play;Decl;#;Def;#;Decl1;#;Decl2;#;Lead1;#;Lead2;#;Play;#
EFRAIMSSON Bengt-Erik - MORATH Anders;192;0,44;0,08;0,36;0,70;92;  0,05;99;0,85;48;0,54;44;-0,13;46;0,38;53;-0,09;99;
DE WIJS Simon - MULLER Bauke;192;0,43;0,27;0,16;0,23;100;  0,09;92;0,37;50;0,08;50;-0,16;51;0,36;41;0,01;92;
ZHUANG Zejun - SHI Haojun;176;0,38;0,49;-0,11;-0,02;83;  -0,20;92;-0,28;48;0,34;35;-0,28;48;0,15;44;-0,13;92;
KALISH Avi - PODGUR Leonid;144;0,32;0,15;0,18;0,35;76;  -0,02;67;0,17;36;0,52;40;-0,19;34;0,04;33;0,05;67;
DE MULLER Serge - PELLEGRINI Carlos;160;0,31;-0,13;0,44;0,65;88;  0,20;70;0,87;17;0,59;71;0,16;52;-0,22;18;0,13;70;
DALAL Rajesh - GUPTA Subhash;128;0,30;0,14;0,16;0,17;57;  0,15;71;-0,09;24;0,36;33;0,16;31;0,43;40;-0,16;71;
GULYAS Daniel - SZEGEDI Balazs;128;0,27;-0,15;0,41;0,49;62;  0,34;66;0,43;36;0,57;26;0,15;45;0,14;21;0,20;66;
BRIOLINI Giancarlo - FIORINI Fiorenzo;192;0,24;0,16;0,08;0,14;100;  0,02;92;-0,25;51;0,54;49;-0,32;50;0,19;42;0,10;92;
CHOKSHI Sunit - VENKATARAMAN Kadayam Raman;192;0,23;-0,03;0,26;0,20;106;  0,34;86;0,35;55;0,04;51;-0,09;44;0,37;42;0,20;86;
BARCZY Peter - TRENKA Peter;192;0,18;0,14;0,04;0,04;97;  0,04;94;-0,12;54;0,24;43;0,02;48;-0,43;46;0,24;94;
KHOLOMEEV Vadim - KHYUPPENEN Yury;208;0,15;0,30;-0,15;-0,24;104;  -0,06;103;-0,36;51;-0,12;53;-0,54;41;0,06;62;0,12;103;
LEMA Fernando Alfredo - PELLEGRINI Carlos;112;0,08;-0,11;0,19;-0,44;47;  0,65;65;-0,86;8;-0,36;39;0,20;44;0,32;21;0,41;65;
JANSONS Ugis - RUBENIS Ivars;176;0,07;-0,09;0,16;0,42;94;  -0,15;81;0,15;48;0,71;46;-0,10;37;-0,55;44;0,19;81;
ALFEJEVA Jelena - MATISONS Maris;192;0,07;0,01;0,05;0,01;87;  0,09;104;0,27;51;-0,37;36;0,14;42;0,03;62;0,02;104;
ALFONSIN Julio Alberto - ALUJAS Gustavo Jorge;192;0,05;-0,26;0,31;0,51;92;  0,13;97;0,55;57;0,46;35;0,36;51;-0,19;46;0,03;97;
JAMES Rex - JONES Trevor;176;0,05;-0,08;0,13;0,47;84;  -0,18;92;0,97;38;0,05;46;-0,03;49;-0,61;43;0,12;92;
LINDERMANN Arno - TERRANEO Christian;192;0,01;-0,23;0,24;0,59;95;  -0,10;97;0,62;56;0,55;39;-0,14;50;-0,04;47;-0,01;97;
ZHMAK Maksim - SHUDNEV Andrey;128;-0,02;0,23;-0,25;-0,09;62;  -0,41;66;-0,67;35;0,67;27;-0,02;31;0,05;35;-0,43;66;
LEUNG Cheuk-Hin Kinman - NG Chi-Cheung Baron;192;-0,05;-0,21;0,17;0,14;95;  0,19;96;0,20;38;0,10;57;0,17;49;-0,17;47;0,19;96;
DIEGUES Vitor - LOPES Antonio Victoria;192;-0,06;0,13;-0,19;-0,40;98;  0,03;92;-0,26;44;-0,51;54;-0,18;36;0,07;56;0,06;92;
CHIU Wai-Lap Abby - LEUNG Chung-Man Ivan;192;-0,07;-0,19;0,12;0,03;97;  0,23;95;0,08;43;-0,02;54;0,45;32;0,10;63;0,01;95;
ASH Mike - McGOWAN Elizabeth (Liz);176;-0,07;-0,11;0,04;0,14;88;  -0,07;87;0,03;42;0,24;46;-0,16;41;0,12;46;-0,05;87;
ZACCARIA Daniele - SOROLDONI Massimo;176;-0,08;0,25;-0,33;0,17;77;  -0,72;98;0,08;36;0,25;41;-0,21;47;-0,18;51;-0,53;98;
LIGGAT David - BENNETT Roy;192;-0,27;-0,38;0,11;-0,01;99;  0,23;93;-0,40;35;0,21;64;0,05;40;0,18;53;0,10;93;
GERMANIS Aigars - SMILGAJS Andris;160;-0,28;-0,44;0,16;0,25;84;  0,06;74;0,21;57;0,32;27;-0,26;44;0,20;30;0,14;74;
COTTI Alain - LEOUTHAM Jules;192;-0,30;-0,09;-0,21;-0,18;91;  -0,23;101;-0,12;47;-0,25;44;-0,12;57;-0,05;44;-0,15;101;
GENEROSI Gian Mario - PECCI Ferrante;176;-0,38;-0,33;-0,05;0,05;92;  -0,16;83;-0,01;58;0,16;34;-0,22;50;0,06;33;-0,05;83;
LAU Pik-Kin Tony - SZE Shun Sum Alan;160;-0,46;-0,13;-0,33;-0,10;78;  -0,55;82;-0,26;42;0,08;36;-0,01;44;-0,15;38;-0,48;82;
FUCIK Jan - PURKARTHOFER Gunther;144;-0,47;-0,38;-0,09;-0,40;59;  0,13;84;-0,33;35;-0,51;24;-0,23;47;-0,01;37;0,26;84;
CHOI Jung Jin - LEE Kyeom Soon;160;-0,52;0,02;-0,54;-0,37;79;  -0,70;81;-0,25;49;-0,57;30;-0,03;39;-0,34;42;-0,51;81;
HENRIQUES Jose Carlos - SA Joao;176;-0,53;-0,30;-0,24;-0,54;84;  0,05;90;-0,95;36;-0,24;48;0,01;45;0,30;45;-0,11;90;
WHITE Hubert - WONG Calvin;176;-0,57;0,10;-0,67;-0,63;90;  -0,70;86;-0,72;48;-0,53;42;0,21;44;-0,28;42;-0,67;86;
MATHESON John - SIME Iain;176;-0,60;-0,36;-0,24;-0,21;86;  -0,27;89;-0,62;41;0,15;45;-0,30;40;-0,03;49;-0,12;89;
CHOI Jung Jin - JANG Jung Bae;112;-0,61;-0,30;-0,31;0,09;58;  -0,74;54;-0,24;29;0,42;29;-0,16;29;-0,27;25;-0,53;54;
MONTELONGO Dora - PAGANI Enrico;192;-0,66;-0,05;-0,61;-0,30;97;  -0,93;95;-0,39;63;-0,11;34;-0,13;61;-0,46;34;-0,68;95;
DIBBS Joseph Michael - LEE Karl;192;-0,95;-0,49;-0,46;-0,00;86;  -0,82;106;-0,13;40;0,10;46;-0,41;63;-0,05;43;-0,56;106;
BRISON Jean-Pierre - MEDAN Didier;192;-0,96;-0,44;-0,52;-0,21;100;  -0,88;90;-0,57;48;0,12;52;-0,33;45;-0,04;45;-0,69;90;
CESPEDES Ma, Guadalupe - HERRERA Gonzalo;192;-1,00;-0,75;-0,25;-0,56;86;  -0,00;106;-1,09;30;-0,28;56;-0,14;53;-0,27;53;0,20;106;
GOLFARELLI DELLA MASSA Vittorio - MONTANELLI Enzo;160;-1,00;-0,43;-0,57;-0,38;94;  -0,85;66;-0,48;39;-0,31;55;0,14;36;-0,04;30;-0,91;66;
BLAIS Christian - MAZET Charly Didier Jean Jacques;160;-1,05;-0,37;-0,67;-0,35;66;  -0,90;94;-0,39;55;-0,19;11;0,44;5;-0,14;89;-0,79;94;
LEE Bok Hee - SEO Neong Wook;192;-1,46;-1,15;-0,31;-0,49;113;  -0,05;79;0,09;57;-1,07;56;0,24;45;-0,58;34;0,06;79;

Players;Count;IMPs;Bid;Play;Decl;#;Def;#;Decl1;#;Decl2;#;Lead1;#;Lead2;#;Play;#
GERMANIS Aigars - JANSONS Ugis;16;2,07;0,49;1,57;1,51;13;  1,86;3;0,24;4;2,07;9;-0,07;2;1,28;1;1,48;3;
FUCIK Jan - BABSCH Andreas;32;1,17;1,04;0,14;0,50;17;  -0,27;15;0,66;12;0,12;5;0,16;7;-0,25;8;-0,22;15;
CHOKSHI Sunit - GUPTA Subhash;32;1,13;0,09;1,05;0,21;15;  1,78;17;0,42;8;-0,03;7;1,05;8;0,23;9;1,17;17;
ZUMEL Gerardo Enrique - ALFONSIN Julio Alberto;16;0,82;0,51;0,31;0,09;9;  0,61;7;0,33;7;-0,77;2;1,45;3;-0,01;4;-0,01;7;
ZUMEL Gerardo Enrique - ALUJAS Gustavo Jorge;64;-0,73;0,03;-0,75;-0,66;30;  -0,84;34;-0,64;13;-0,68;17;-0,12;20;-0,41;14;-0,59;34;
JANG Jung Bae - SEO Neong Wook;80;-1,54;-0,99;-0,55;-0,21;37;  -0,84;43;0,33;20;-0,85;17;0,11;22;-0,08;21;-0,86;43;

