                                                       |             |              |           Play           |        Declaring         |                Defending              |
Andreas Babsch - Wolfgang Bieder                       |  200   0.61 |  0.38   0.23 | -0.16 (106)   0.68 ( 92) | -0.08 ( 62)  -0.26 ( 44) |  0.00 ( 55)   0.00 ( 37)   0.68 ( 92) |
Maarten Schollaardt - Bas Drijver                      |  200   0.60 |  0.30   0.30 |  0.27 (100)   0.33 (100) |  0.32 ( 53)   0.22 ( 47) |  0.00 ( 50)   0.00 ( 50)   0.33 (100) |
John Carroll - Tom Garvey                              |  200   0.60 |  0.46   0.14 |  0.05 ( 89)   0.21 (111) | -0.28 ( 44)   0.38 ( 45) |  0.00 ( 50)   0.00 ( 61)   0.21 (111) |
Franck Multon - Jean-Christophe Quantin                |  280   0.60 |  0.26   0.34 |  0.14 (153)   0.59 (125) |  0.11 ( 73)   0.17 ( 80) |  0.00 ( 61)   0.00 ( 64)   0.59 (125) |
Josef Piekarek - Tomasz Gotard                         |  240   0.60 |  0.35   0.25 |  0.10 (112)   0.37 (128) |  0.48 ( 46)  -0.16 ( 66) |  0.00 ( 62)   0.00 ( 66)   0.37 (128) |
Jan Jansma - Loek Jr. Verhees                          |  260   0.57 |  0.18   0.39 |  0.25 (136)   0.55 (124) |  0.72 ( 50)  -0.02 ( 86) |  0.00 ( 66)   0.00 ( 58)   0.55 (124) |
Giorgio Duboin - Norberto Bocchi                       |  240   0.55 |  0.12   0.43 |  0.15 (123)   0.72 (116) | -0.06 ( 53)   0.31 ( 70) |  0.00 ( 65)   0.00 ( 51)   0.72 (116) |
Lars Lund Madsen - Morten Lund Madsen                  |  220   0.53 |  0.18   0.36 |  0.22 (107)   0.49 (113) |  0.21 ( 57)   0.22 ( 50) |  0.00 ( 54)   0.00 ( 59)   0.49 (113) |
Gabriel Chagas - Miguel Villas Boas                    |  320   0.53 |  0.37   0.16 |  0.30 (171)   0.00 (149) |  0.43 (107)   0.10 ( 64) |  0.00 ( 73)   0.00 ( 76)   0.00 (149) |
Erik Sælensminde - Boye Brogeland                      |  260   0.53 |  0.39   0.14 |  0.08 (120)   0.20 (140) |  0.02 ( 70)   0.17 ( 50) |  0.00 ( 74)   0.00 ( 66)   0.20 (140) |
Agustin Madala - Alejandro Bianchedi                   |  180   0.51 |  0.12   0.38 |  0.59 ( 97)   0.14 ( 83) |  0.39 ( 58)   0.90 ( 39) |  0.00 ( 35)   0.00 ( 48)   0.14 ( 83) |
Johan Sylvan - PO Sundelin                             |  120   0.50 |  0.19   0.31 |  0.14 ( 62)   0.49 ( 58) |  0.51 ( 33)  -0.27 ( 29) |  0.00 ( 28)   0.00 ( 30)   0.49 ( 58) |
Georgy Matushko - Max Khven                            |  220   0.48 |  0.02   0.46 |  0.24 (128)   0.77 ( 92) |  0.59 ( 57)  -0.05 ( 71) |  0.00 ( 46)   0.00 ( 46)   0.77 ( 92) |
Amedeo Comella - Stefano Sabbatini                     |  220   0.48 | -0.01   0.49 |  0.40 ( 98)   0.56 (122) |  0.33 ( 53)   0.47 ( 45) |  0.00 ( 55)   0.00 ( 67)   0.56 (122) |
Pritish Kushari - Sumit Mukherjee                      |  160   0.47 |  0.33   0.14 | -0.01 ( 67)   0.25 ( 92) | -0.00 ( 32)  -0.02 ( 35) |  0.00 ( 48)   0.00 ( 44)   0.25 ( 92) |
Robert Parasian Tobing - Taufik Gautama Asbi           |  280   0.46 |  0.29   0.18 |  0.35 (136)   0.01 (144) |  0.07 ( 79)   0.75 ( 57) |  0.00 ( 66)   0.00 ( 78)   0.01 (144) |
Julian Stefanov - Victor Aronov                        |  240   0.46 |  0.47  -0.01 | -0.35 (118)   0.32 (122) | -0.14 ( 60)  -0.57 ( 58) |  0.00 ( 68)   0.00 ( 54)   0.32 (122) |
László Honti - László Szilágyi                         |  180   0.44 | -0.06   0.50 |  0.38 ( 85)   0.62 ( 94) | -0.01 ( 48)   0.88 ( 37) |  0.00 ( 59)   0.00 ( 35)   0.62 ( 94) |
Iulian Rotaru - Marius Briciu                          |  240   0.44 |  0.32   0.12 |  0.27 (118)  -0.03 (122) |  0.78 ( 50)  -0.10 ( 68) |  0.00 ( 67)   0.00 ( 55)  -0.03 (122) |
Martin Schifko - Andreas Gloyer                        |  280   0.43 |  0.18   0.26 |  0.09 (149)   0.45 (130) |  0.30 ( 71)  -0.10 ( 78) |  0.00 ( 76)   0.00 ( 54)   0.45 (130) |
Georgo Karakolev - Zahari Zahariev                     |  220   0.43 |  0.18   0.25 |  0.21 (115)   0.29 (105) | -0.43 ( 54)   0.78 ( 61) |  0.00 ( 52)   0.00 ( 53)   0.29 (105) |
Agustin Madala - Pablo Ravenna                         |  120   0.42 |  0.05   0.37 |  0.35 ( 64)   0.40 ( 56) |  0.26 ( 36)   0.47 ( 28) |  0.00 ( 22)   0.00 ( 34)   0.40 ( 56) |
Sverrir Armansson - Adalsteinn Jorgensen               |  220   0.41 |  0.25   0.16 |  0.19 (104)   0.14 (116) | -0.41 ( 52)   0.79 ( 52) |  0.00 ( 45)   0.00 ( 71)   0.14 (116) |
Magnus Lindkvist - Peter Fredin                        |  320   0.41 |  0.49  -0.08 |  0.25 (166)  -0.44 (154) |  0.05 ( 84)   0.46 ( 82) |  0.00 ( 83)   0.00 ( 71)  -0.44 (154) |
Jon-Egil Furunes - Tor Helness                         |  260   0.41 |  0.09   0.32 |  0.41 (144)   0.21 (116) |  0.46 ( 75)   0.36 ( 69) |  0.00 ( 46)   0.00 ( 70)   0.21 (116) |
Gabriel Carrasco - Gabriel Fractman                    |  220   0.40 |  0.34   0.05 |  0.14 (117)  -0.04 (102) | -0.32 ( 60)   0.62 ( 57) |  0.00 ( 47)   0.00 ( 55)  -0.04 (102) |
Gabriel Harfouche - Michel Eidy                        |  340   0.40 |  0.15   0.25 |  0.26 (170)   0.23 (169) |  0.59 ( 73)   0.01 ( 97) |  0.00 ( 84)   0.00 ( 85)   0.23 (169) |
Nicholas FitzGibbon - Adam Mesbur                      |  220   0.39 |  0.15   0.24 |  0.23 (104)   0.25 (115) |  0.31 ( 35)   0.19 ( 69) |  0.00 ( 51)   0.00 ( 64)   0.25 (115) |
Pablo Lambardi - Pablo Ravenna                         |  140   0.38 |  0.37   0.02 |  0.04 ( 78)  -0.02 ( 62) | -0.07 ( 33)   0.13 ( 45) |  0.00 ( 23)   0.00 ( 39)  -0.02 ( 62) |
Alekos Lambrinos - Loukas Zotos                        |  220   0.38 |  0.31   0.07 |  0.12 (114)   0.02 (105) |  0.01 ( 53)   0.22 ( 61) |  0.00 ( 54)   0.00 ( 51)   0.02 (105) |
Laurent Thuillez - Lionel Sebbane                      |  160   0.36 |  0.21   0.16 |  0.42 ( 82)  -0.12 ( 77) |  0.35 ( 47)   0.51 ( 35) |  0.00 ( 47)   0.00 ( 30)  -0.12 ( 77) |
Martin Schaltz - Søren Christiansen                    |  220   0.35 |  0.22   0.13 |  0.37 (103)  -0.08 (117) |  0.49 ( 47)   0.26 ( 56) |  0.00 ( 56)   0.00 ( 61)  -0.08 (117) |
Jan - E - Alam Fazli - Abdul Rehman Allana             |  280   0.35 | -0.03   0.38 |  0.46 (138)   0.30 (142) |  0.41 ( 75)   0.52 ( 63) |  0.00 ( 73)   0.00 ( 69)   0.30 (142) |
Hans Christian Graversen - Poul Clemmensen             |  240   0.34 |  0.10   0.24 |  0.44 (139)  -0.04 (100) |  0.19 ( 75)   0.74 ( 64) |  0.00 ( 47)   0.00 ( 53)  -0.04 (100) |
Piotr Tuszynski - Apolinary Kowalski                   |  220   0.34 |  0.15   0.19 |  0.18 (117)   0.20 (103) | -0.37 ( 61)   0.78 ( 56) |  0.00 ( 54)   0.00 ( 49)   0.20 (103) |
Jelena Alfejeva - Vladimir Gonca                       |  240   0.34 |  0.10   0.23 |  0.28 (130)   0.18 (109) |  0.13 ( 77)   0.49 ( 53) |  0.00 ( 62)   0.00 ( 47)   0.18 (109) |
Faycal Hamdan - Pierre Chidiac                         |  120   0.33 | -0.06   0.39 |  0.49 ( 74)   0.23 ( 46) |  0.78 ( 34)   0.25 ( 40) |  0.00 ( 24)   0.00 ( 22)   0.23 ( 46) |
Mariusz Puczynski - Bartosz Chmurski                   |  200   0.31 |  0.27   0.04 | -0.24 (100)   0.32 (100) |  0.32 ( 42)  -0.65 ( 58) |  0.00 ( 42)   0.00 ( 58)   0.32 (100) |
Lauri Naber - Leo Luks                                 |  240   0.31 |  0.07   0.24 |  0.12 (128)   0.38 (111) | -0.09 ( 79)   0.47 ( 49) |  0.00 ( 42)   0.00 ( 69)   0.38 (111) |
Hiroshi Kaku - Masaaki Takayama                        |  180   0.30 |  0.20   0.10 |  0.27 ( 94)  -0.08 ( 86) |  0.07 ( 41)   0.42 ( 53) |  0.00 ( 36)   0.00 ( 50)  -0.08 ( 86) |
Li Xin Yang - Shaolin Sun                              |  100   0.30 | -0.13   0.43 |  0.18 ( 41)   0.62 ( 58) |  0.27 ( 22)   0.07 ( 19) |  0.00 ( 29)   0.00 ( 29)   0.62 ( 58) |
Hédi Baccour - Craig Gower                             |  200   0.30 |  0.26   0.04 | -0.02 ( 99)   0.09 (101) | -0.13 ( 48)   0.09 ( 51) |  0.00 ( 44)   0.00 ( 57)   0.09 (101) |
Chia-Hsin Wu - Chih Kuo Shen                           |  180   0.29 |  0.04   0.25 |  0.63 ( 89)  -0.12 ( 90) |  0.45 ( 46)   0.83 ( 43) |  0.00 ( 39)   0.00 ( 51)  -0.12 ( 90) |
Dubravko Diklic - Miro Tesla                           |  220   0.28 | -0.03   0.32 |  0.51 (113)   0.11 (106) |  0.80 ( 54)   0.24 ( 59) |  0.00 ( 52)   0.00 ( 54)   0.11 (106) |
Giorgi Uchava - Rati Burdiashvili                      |  140   0.28 |  0.54  -0.26 |  0.20 ( 70)  -0.73 ( 69) |  0.45 ( 28)   0.03 ( 42) |  0.00 ( 32)   0.00 ( 37)  -0.73 ( 69) |
Franky Steven Karwur - Santje Panelewen                |  280   0.28 | -0.03   0.30 |  0.40 (116)   0.24 (163) |  0.85 ( 52)   0.03 ( 64) |  0.00 ( 55)   0.00 (108)   0.24 (163) |
Masayuki Ino - Tadashi Imakura                         |  240   0.28 |  0.32  -0.04 |  0.15 (120)  -0.23 (120) |  0.52 ( 77)  -0.52 ( 43) |  0.00 ( 53)   0.00 ( 67)  -0.23 (120) |
Kemal Shoaib - Khursheed Hadi                          |  240   0.26 |  0.24   0.02 | -0.09 (144)   0.18 ( 95) | -0.12 ( 69)  -0.07 ( 75) |  0.00 ( 38)   0.00 ( 57)   0.18 ( 95) |
Branko Vlajnic - Dimitraki Zipovski                    |  240   0.25 |  0.21   0.04 | -0.15 (121)   0.23 (119) | -0.45 ( 68)   0.23 ( 53) |  0.00 ( 62)   0.00 ( 57)   0.23 (119) |
Maris Matisons - Per Gunnar Eliasson                   |  240   0.25 |  0.19   0.06 | -0.17 (117)   0.28 (123) |  0.19 ( 54)  -0.49 ( 63) |  0.00 ( 56)   0.00 ( 67)   0.28 (123) |
Ken Rae - David Gerrard                                |  220   0.25 |  0.20   0.05 |  0.09 (106)   0.01 (113) |  0.19 ( 62)  -0.04 ( 44) |  0.00 ( 59)   0.00 ( 54)   0.01 (113) |
Jonas P Erlingson - Steinar Jonsson                    |  220   0.24 |  0.15   0.09 |  0.10 ( 95)   0.08 (125) | -0.05 ( 46)   0.25 ( 49) |  0.00 ( 71)   0.00 ( 54)   0.08 (125) |
Martin Reid - Peter Newell                             |  260   0.23 |  0.13   0.10 |  0.20 (131)  -0.01 (128) |  0.42 ( 65)  -0.01 ( 66) |  0.00 ( 74)   0.00 ( 54)  -0.01 (128) |
Kwok Fai Mak - Dicky Wai Kit Lai                       |  220   0.23 |  0.12   0.11 |  0.12 ( 98)   0.10 (122) |  0.34 ( 50)  -0.10 ( 48) |  0.00 ( 56)   0.00 ( 66)   0.10 (122) |
Alexander Doubinine - Andrei Gromov                    |  240   0.23 |  0.35  -0.12 |  0.08 (107)  -0.28 (133) | -0.08 ( 44)   0.19 ( 63) |  0.00 ( 62)   0.00 ( 71)  -0.28 (133) |
Alfredo Versace - Lorenzo Lauria                       |  220   0.22 |  0.06   0.16 |  0.29 (110)   0.04 (108) |  0.28 ( 51)   0.29 ( 59) |  0.00 ( 42)   0.00 ( 66)   0.04 (108) |
Marco Toma - Diego Brenner                             |  200   0.21 |  0.19   0.02 |  0.21 (101)  -0.19 ( 99) |  0.48 ( 46)  -0.01 ( 55) |  0.00 ( 55)   0.00 ( 44)  -0.19 ( 99) |
Marian Radulescu - Bogdan Marina                       |  220   0.20 |  0.05   0.15 | -0.10 (111)   0.41 (109) | -0.17 ( 51)  -0.03 ( 60) |  0.00 ( 46)   0.00 ( 63)   0.41 (109) |
Suleyman Kolata - Yalcin Atabey                        |  280   0.19 | -0.08   0.28 |  0.50 (150)   0.02 (129) |  0.78 ( 68)   0.26 ( 82) |  0.00 ( 67)   0.00 ( 62)   0.02 (129) |
Ranko Tica - Sarfaraz Ahmed Khan                       |  160   0.19 | -0.00   0.19 |  0.67 ( 67)  -0.15 ( 92) |  0.87 ( 38)   0.41 ( 29) |  0.00 ( 45)   0.00 ( 47)  -0.15 ( 92) |
Panayiotis Kannavos - Theodore Triantafyllopoulos      |  240   0.18 | -0.03   0.21 |  0.09 (122)   0.34 (117) |  0.20 ( 59)  -0.02 ( 63) |  0.00 ( 60)   0.00 ( 57)   0.34 (117) |
Patrick Le Boulenge - Philippe Caputo                  |  160   0.16 |  0.13   0.04 |  0.03 ( 73)   0.04 ( 87) | -0.00 ( 29)   0.05 ( 44) |  0.00 ( 37)   0.00 ( 50)   0.04 ( 87) |
Fredrik Nyström - Peter Bertheau                       |  240   0.16 |  0.15   0.01 |  0.05 (124)  -0.04 (116) |  0.08 ( 54)   0.03 ( 70) |  0.00 ( 63)   0.00 ( 53)  -0.04 (116) |
Kauko Koistinen - Osmo Kiema                           |  320   0.14 | -0.05   0.20 |  0.33 (162)   0.06 (155) |  0.50 ( 87)   0.14 ( 75) |  0.00 ( 75)   0.00 ( 80)   0.06 (155) |
Klaus Reps - Bernard Ludewig                           |  200   0.14 |  0.07   0.07 |  0.07 (110)   0.06 ( 90) |  0.39 ( 57)  -0.28 ( 53) |  0.00 ( 50)   0.00 ( 40)   0.06 ( 90) |
Gunnar Andersson - Bjorn Wenneberg                     |  220   0.10 |  0.20  -0.10 | -0.37 (110)   0.17 (110) | -0.40 ( 66)  -0.33 ( 44) |  0.00 ( 58)   0.00 ( 52)   0.17 (110) |
Michael Cummings - David Lindop                        |  240   0.10 | -0.10   0.20 |  0.23 (125)   0.16 (115) | -0.05 ( 65)   0.53 ( 60) |  0.00 ( 65)   0.00 ( 50)   0.16 (115) |
Jan Petter Svendsen - Rune Hauge                       |  160   0.10 |  0.14  -0.05 | -0.39 ( 95)   0.45 ( 65) | -0.46 ( 52)  -0.31 ( 43) |  0.00 ( 31)   0.00 ( 34)   0.45 ( 65) |
Jeffrey Sapire - Neville Eber                          |  260   0.09 |  0.07   0.03 |  0.01 (139)   0.05 (121) | -0.53 ( 74)   0.63 ( 65) |  0.00 ( 59)   0.00 ( 62)   0.05 (121) |
Philippe Teysseidre - Zvi Engel                        |  260   0.08 |  0.12  -0.04 |  0.13 (148)  -0.27 (111) |  0.30 ( 81)  -0.08 ( 67) |  0.00 ( 53)   0.00 ( 58)  -0.27 (111) |
Faycal Hamdan - Nagib Baroudi                          |  140   0.08 | -0.18   0.26 |  0.15 ( 78)   0.39 ( 62) | -0.13 ( 36)   0.39 ( 42) |  0.00 ( 33)   0.00 ( 29)   0.39 ( 62) |
Ilan Herbst - Ofir Herbst                              |  240   0.08 | -0.07   0.14 |  0.15 (128)   0.13 (111) |  0.36 ( 58)  -0.02 ( 70) |  0.00 ( 68)   0.00 ( 43)   0.13 (111) |
Filip Kurbalija - Tim Rees                             |  340   0.07 |  0.11  -0.04 | -0.06 (170)  -0.02 (170) | -0.18 ( 73)   0.02 ( 97) |  0.00 ( 97)   0.00 ( 73)  -0.02 (170) |
Roman Smolski - Vera Petty                             |  260   0.03 |  0.13  -0.09 | -0.11 (133)  -0.08 (126) |  0.27 ( 77)  -0.62 ( 56) |  0.00 ( 59)   0.00 ( 67)  -0.08 (126) |
Gocha Goshadze - David Chechelashvili                  |  260   0.03 | -0.02   0.05 | -0.24 (122)   0.30 (138) | -0.44 ( 58)  -0.05 ( 64) |  0.00 ( 81)   0.00 ( 57)   0.30 (138) |
Vytautas Vainikonis - Wojtek Olanski                   |  220   0.02 | -0.14   0.17 |  0.03 ( 93)   0.26 (127) |  0.08 ( 44)  -0.01 ( 49) |  0.00 ( 61)   0.00 ( 66)   0.26 (127) |
Manash Kumar Mukherjee - Rana Roy                      |  240   0.02 | -0.14   0.16 |  0.30 (123)   0.01 (117) |  0.36 ( 77)   0.21 ( 46) |  0.00 ( 64)   0.00 ( 53)   0.01 (117) |
Ivars Rubenis - Ugis Jansons                           |  220   0.02 |  0.17  -0.15 |  0.20 (103)  -0.47 (117) |  0.11 ( 56)   0.31 ( 47) |  0.00 ( 64)   0.00 ( 53)  -0.47 (117) |
Samuel Wan - Derek Zen                                 |  240   0.01 | -0.18   0.20 |  0.53 (119)  -0.13 (121) |  0.79 ( 53)   0.32 ( 66) |  0.00 ( 56)   0.00 ( 65)  -0.13 (121) |
Goran Borevkovic - Vedan Zoric                         |  240   0.01 |  0.34  -0.33 | -0.29 (115)  -0.37 (125) | -0.22 ( 59)  -0.37 ( 56) |  0.00 ( 67)   0.00 ( 58)  -0.37 (125) |
Malcolm Mayer - Tom Jacob                              |  220   0.01 | -0.06   0.07 |  0.03 (124)   0.11 ( 95) | -0.48 ( 69)   0.67 ( 55) |  0.00 ( 47)   0.00 ( 48)   0.11 ( 95) |
Eugenio Gambigliani - Camillo Gaddi                    |  220   0.01 | -0.00   0.01 |  0.14 (106)  -0.11 (114) | -0.44 ( 44)   0.54 ( 62) |  0.00 ( 59)   0.00 ( 55)  -0.11 (114) |
Hong Dong Duong - Tarik Yalcin                         |  240   0.01 |  0.09  -0.08 |  0.05 (114)  -0.20 (125) |  0.05 ( 66)   0.04 ( 48) |  0.00 ( 56)   0.00 ( 69)  -0.20 (125) |
Philippe Mathieu - Dominique Gerin                     |  260  -0.01 | -0.04   0.03 |  0.16 (127)  -0.10 (133) |  0.43 ( 57)  -0.05 ( 70) |  0.00 ( 74)   0.00 ( 59)  -0.10 (133) |
Gopal Hingorani - Diniar Minwalla                      |  336  -0.01 | -0.13   0.12 |  0.13 (169)   0.10 (167) |  0.06 ( 77)   0.19 ( 92) |  0.00 ( 86)   0.00 ( 81)   0.10 (167) |
Rui Santos - Sofia Pessoa                              |  220  -0.02 |  0.00  -0.03 |  0.05 (120)  -0.11 ( 98) |  0.34 ( 64)  -0.30 ( 56) |  0.00 ( 41)   0.00 ( 57)  -0.11 ( 98) |
Jim Patrick - John Matheson                            |  220  -0.02 | -0.24   0.22 |  0.37 (117)   0.05 (103) |  0.05 ( 64)   0.76 ( 53) |  0.00 ( 49)   0.00 ( 54)   0.05 (103) |
Hector Camberos - Pablo Lambardi                       |  120  -0.02 | -0.01  -0.01 |  0.53 ( 54)  -0.46 ( 65) |  0.71 ( 29)   0.31 ( 25) |  0.00 ( 41)   0.00 ( 24)  -0.46 ( 65) |
Ettore Pizza - Carlo Magnani                           |  240  -0.02 | -0.23   0.21 |  0.39 (138)  -0.04 (102) |  0.60 ( 79)   0.10 ( 59) |  0.00 ( 54)   0.00 ( 48)  -0.04 (102) |
Jorge Cruzeiro - Paulo Gonçalves Pereira               |  220  -0.04 | -0.15   0.11 | -0.11 (110)   0.33 (110) |  0.17 ( 46)  -0.31 ( 64) |  0.00 ( 52)   0.00 ( 58)   0.33 (110) |
Mika Salomaa - Sue Bäckström                           |  320  -0.04 | -0.20   0.17 |  0.19 (152)   0.14 (168) |  0.12 ( 72)   0.25 ( 80) |  0.00 ( 72)   0.00 ( 96)   0.14 (168) |
Ron Klinger - Bruce Neill                              |  260  -0.04 |  0.05  -0.08 |  0.21 (143)  -0.44 (117) |  0.06 ( 76)   0.37 ( 67) |  0.00 ( 65)   0.00 ( 52)  -0.44 (117) |
Alan Shum Sum Sze - Wai Kit Chan                       |  220  -0.05 | -0.30   0.25 |  0.46 (101)   0.08 (119) |  0.58 ( 53)   0.32 ( 48) |  0.00 ( 69)   0.00 ( 50)   0.08 (119) |
Jean Pierre Bouveresse - Jeanine Moers                 |  260  -0.05 |  0.07  -0.13 |  0.01 (113)  -0.23 (147) |  0.06 ( 59)  -0.05 ( 54) |  0.00 ( 68)   0.00 ( 79)  -0.23 (147) |
Hédi Baccour - Tahar Touil                             |  180  -0.06 | -0.10   0.04 |  0.07 ( 77)   0.02 (102) | -0.53 ( 37)   0.62 ( 40) |  0.00 ( 56)   0.00 ( 46)   0.02 (102) |
Philip Gue - Terry Brown                               |  180  -0.06 | -0.09   0.03 |  0.06 ( 92)   0.00 ( 88) |  0.63 ( 45)  -0.49 ( 47) |  0.00 ( 38)   0.00 ( 50)   0.00 ( 88) |
Amar Nath Banerjee - Sumit Mukherjee                   |  180  -0.07 |  0.18  -0.25 |  0.66 ( 87)  -1.11 ( 92) |  1.32 ( 44)  -0.02 ( 43) |  0.00 ( 53)   0.00 ( 39)  -1.11 ( 92) |
Ranko Tica - Samir Dolarevic                           |  196  -0.07 | -0.00  -0.07 |  0.53 ( 86)  -0.54 (110) |  0.28 ( 41)   0.76 ( 45) |  0.00 ( 50)   0.00 ( 60)  -0.54 (110) |
Aris Filios - Yankos Papakyriacopoulos                 |  220  -0.08 |  0.16  -0.24 | -0.43 (125)   0.00 ( 93) | -0.12 ( 55)  -0.68 ( 70) |  0.00 ( 37)   0.00 ( 56)   0.00 ( 93) |
