                                                       |             |              |           Play           |        Declaring         |                Defending              |
MULLER Renata - PETROVIC Izvorka                       |  260   0.01 |  0.17  -0.15 | -0.02 (117)  -0.27 (142) | -0.60 ( 44)   0.33 ( 73) | -0.33 ( 66)   0.09 ( 76)  -0.16 (142) |
SOBOLEWSKA Ewa - SZCZEPANSKA Anna                      |  260  -0.03 |  0.05  -0.07 |  0.25 (136)  -0.44 (122) |  0.58 ( 65)  -0.04 ( 71) | -0.00 ( 65)  -0.35 ( 57)  -0.27 (122) |
VASILKOVA Irina - KARPENKO Natalia                     |  240  -0.04 |  0.03  -0.06 | -0.14 (112)   0.01 (125) | -0.87 ( 45)   0.35 ( 67) | -0.44 ( 61)   0.07 ( 64)   0.18 (125) |
WELKER Jacint - KEREKES Zsuzsa                         |  280  -0.05 | -0.18   0.13 |  0.34 (148)  -0.12 (129) |  0.38 ( 65)   0.31 ( 83) |  0.05 ( 62)  -0.26 ( 67)  -0.00 (129) |
AHONEN Hulda - ELSINEN Tiina                           |  260  -0.07 | -0.03  -0.04 | -0.36 (126)   0.26 (133) | -0.59 ( 67)  -0.09 ( 59) |  0.25 ( 59)   0.06 ( 74)   0.12 (133) |
VIOLA Carmen - VIOLA Margarita                         |  240  -0.08 |  0.06  -0.14 | -0.32 (116)   0.02 (122) | -0.43 ( 62)  -0.19 ( 54) |  0.25 ( 56)  -0.29 ( 66)   0.06 (122) |
BEKKOUCHE Nadia - BINDERKRANTZ Trine                   |  260  -0.10 | -0.11   0.01 | -0.04 (111)   0.05 (147) | -0.03 ( 63)  -0.06 ( 48) |  0.32 ( 80)   0.11 ( 67)  -0.17 (147) |
FORSBERG Catharina - GRONKVIST Maria                   |  280  -0.17 | -0.56   0.39 |  0.08 (135)   0.68 (145) |  0.08 ( 66)   0.08 ( 69) |  0.10 ( 70)   0.36 ( 75)   0.44 (145) |
LINDBLOM Mari - RYMAN Jenny                            |  280  -0.18 | -0.19   0.01 | -0.00 (138)   0.02 (142) |  0.21 ( 60)  -0.16 ( 78) |  0.00 ( 70)   0.45 ( 72)  -0.21 (142) |
SHEZIFI Hana - LIBSTER Nadia                           |  300  -0.22 | -0.21  -0.01 | -0.05 (150)   0.02 (149) | -0.44 ( 70)   0.29 ( 80) | -0.13 ( 65)   0.29 ( 84)  -0.09 (149) |
KERTESZ Zsofi - ORMAY-ZEMPLENI Eva                     |  300  -0.26 | -0.05  -0.21 | -0.46 (137)   0.01 (162) | -0.04 ( 61)  -0.80 ( 76) |  0.07 ( 88)   0.18 ( 74)  -0.11 (162) |
SVENDSEN Tone Torkelsen - LANGELAND Aase               |  200  -0.28 | -0.39   0.12 | -0.06 (115)   0.35 ( 84) | -1.22 ( 35)   0.45 ( 80) | -0.13 ( 58)   0.17 ( 26)   0.39 ( 84) |
TSIRIKOU Eleni - GLAVANI Vanda                         |  240  -0.28 | -0.12  -0.16 | -0.10 (112)  -0.21 (127) | -0.61 ( 54)   0.37 ( 58) |  0.46 ( 72)  -0.18 ( 55)  -0.39 (127) |
GRANT Maida - McDONALD Sheila                          |  260  -0.31 | -0.19  -0.12 | -0.07 (129)  -0.17 (129) |  0.24 ( 59)  -0.33 ( 70) | -0.17 ( 68)  -0.28 ( 61)   0.05 (129) |
FUGLESTAD Ann Karin - HARDING Marianne                 |  280  -0.32 | -0.09  -0.23 | -0.34 (125)  -0.14 (154) |  0.30 ( 55)  -0.84 ( 70) | -0.24 ( 64)   0.14 ( 90)  -0.12 (154) |
BABAC Mine - TOKCAN Merih                              |  260  -0.32 | -0.10  -0.22 | -0.38 (128)  -0.07 (131) | -0.54 ( 59)  -0.24 ( 69) | -0.14 ( 70)  -0.17 ( 61)   0.08 (131) |
WEIGKRICHT Terry - GRUMM Iris                          |  220  -0.33 |  0.04  -0.36 | -0.16 ( 88)  -0.50 (131) |  0.50 ( 48)  -0.96 ( 40) | -0.19 ( 70)  -0.46 ( 61)  -0.18 (131) |
BURNS Ciara - FINN Mary                                |  300  -0.34 | -0.38   0.04 | -0.11 (137)   0.16 (162) |  0.11 ( 76)  -0.38 ( 61) |  0.01 ( 86)  -0.05 ( 76)   0.18 (162) |
PASQUARE Rita - PICCIONI Giovanna                      |  260  -0.37 | -0.16  -0.20 | -0.20 (115)  -0.21 (144) |  0.14 ( 69)  -0.70 ( 46) | -0.02 ( 80)  -0.42 ( 64)  -0.01 (144) |
ECONOMOU Liana - KANELLOPOULOU Despina                 |  300  -0.39 | -0.50   0.11 |  0.11 (136)   0.11 (160) | -0.24 ( 71)   0.49 ( 65) | -0.09 ( 79)   0.16 ( 81)   0.07 (160) |
SUPPULA Taru - NURMI Pia                               |  300  -0.40 | -0.26  -0.14 | -0.05 (150)  -0.23 (150) |  0.13 ( 82)  -0.27 ( 68) |  0.01 ( 73)   0.01 ( 77)  -0.24 (150) |
CASTIGNANI Claudia - DE CRESCENZO Marilena             |  300  -0.41 | -0.22  -0.18 | -0.09 (161)  -0.30 (138) | -0.09 ( 87)  -0.08 ( 74) | -0.22 ( 71)   0.25 ( 67)  -0.31 (138) |
ARRIGONI Gianna - OLIVIERI Gabriella                   |  260  -0.41 | -0.15  -0.26 | -0.43 (132)  -0.09 (126) | -0.24 ( 80)  -0.72 ( 52) |  0.09 ( 58)  -0.12 ( 68)  -0.06 (126) |
ADAMSON Sheila - MARTIN Anne                           |  260  -0.44 | -0.46   0.02 |  0.25 (104)  -0.13 (153) | -0.03 ( 58)   0.60 ( 46) | -0.06 ( 74)   0.19 ( 79)  -0.20 (153) |
URBANI Anna Maria - FILIPPI Mimma                      |  280  -0.45 | -0.51   0.06 |  0.37 (143)  -0.26 (135) |  0.55 ( 80)   0.14 ( 63) | -0.01 ( 66)  -0.16 ( 69)  -0.17 (135) |
LAMBRINOU Sophie - LIAKOPOULOU Elina                   |  300  -0.45 | -0.42  -0.03 |  0.24 (152)  -0.31 (147) |  0.03 ( 89)   0.53 ( 63) |  0.09 ( 82)  -0.20 ( 65)  -0.27 (147) |
GALAKTIONOVA Olga - MOCHALOVA Julia                    |  280  -0.46 | -0.45  -0.01 |  0.20 (140)  -0.22 (139) |  0.16 ( 81)   0.25 ( 59) | -0.05 ( 75)  -0.51 ( 64)   0.05 (139) |
GROMOVA Victoria - PONOMAREVA Tatiana                  |  300  -0.49 | -0.26  -0.23 | -0.22 (167)  -0.25 (131) | -0.19 ( 73)  -0.25 ( 94) | -0.35 ( 66)  -0.20 ( 65)   0.02 (131) |
CSIPKA Szilvia - MEZEI Katalin                         |  260  -0.54 | -0.19  -0.35 | -0.27 (138)  -0.44 (121) | -0.41 ( 59)  -0.17 ( 79) | -0.04 ( 52)   0.21 ( 69)  -0.55 (121) |
CLEARY Ena - FITZGERALD Jeannie                        |  260  -0.55 | -0.11  -0.44 | -0.21 (125)  -0.65 (133) | -0.26 ( 69)  -0.16 ( 56) | -0.66 ( 66)  -0.18 ( 67)  -0.23 (133) |
SLOANE Diane - FRIEL Dympna                            |  280  -0.60 | -0.49  -0.11 | -0.14 (143)  -0.08 (134) | -0.20 ( 74)  -0.07 ( 69) | -0.08 ( 78)  -0.03 ( 56)  -0.02 (134) |
ALTINOK Banu - OZAN Eren                               |  300  -0.64 | -0.54  -0.10 |  0.08 (145)  -0.28 (153) |  0.20 ( 79)  -0.06 ( 66) |  0.15 ( 90)  -0.09 ( 63)  -0.33 (153) |
DAN Ora - LAZAR Naomi                                  |  200  -0.70 | -0.35  -0.35 | -0.21 ( 88)  -0.46 (111) | -0.39 ( 52)   0.05 ( 36) | -0.29 ( 71)  -0.33 ( 40)  -0.16 (111) |
JOHANNESDOTTIR Gudrun - JONSDOTTIR Arngunnur           |  260  -0.71 | -0.08  -0.63 | -0.50 (125)  -0.77 (132) | -0.24 ( 54)  -0.69 ( 71) | -1.02 ( 66)   0.13 ( 66)  -0.32 (132) |
SKULADOTTIR Hrafnhildur - DANIELSDOTTIR Soffia         |  340  -0.76 | -0.08  -0.68 | -0.35 (180)  -1.06 (158) | -0.52 ( 91)  -0.18 ( 89) | -0.33 ( 82)  -0.38 ( 76)  -0.70 (158) |
BRIEM Ragna - PALSDOTTIR Thoranna                      |  240  -0.80 | -0.40  -0.40 | -0.45 (103)  -0.36 (135) | -0.53 ( 48)  -0.38 ( 55) |  0.05 ( 70)  -0.39 ( 65)  -0.20 (135) |

                                                       |             |              |           Play           |        Declaring         |                Defending              |
Players                                                |  No. Butler |   Bid   Play |   Declaring    Defending |   Declarer1    Declarer2 |       Lead1        Lead2         Play |
SMEDEREVAC Jovanka - WEIGKRICHT Terry                  |   20   0.45 | -0.30   0.75 |  1.76 ( 10)  -0.27 ( 10) |  1.29 (  1)   1.81 (  9) | -0.07 (  7)   0.44 (  3)  -0.35 ( 10) |
TERRANEO Sylvia - WEIGKRICHT Terry                     |   40  -0.17 |  0.16  -0.34 | -0.81 ( 20)   0.15 ( 19) | -0.51 (  8)  -1.01 ( 12) |  0.28 (  6)   0.92 ( 13)  -0.57 ( 19) |
KARPENKO Natalia - PONOMAREVA Tatiana                  |   20  -0.90 | -0.10  -0.80 | -0.82 (  5)  -0.80 ( 15) | -1.94 (  2)  -0.08 (  3) |  0.55 (  3)  -0.09 ( 12)  -0.83 ( 15) |

