                                                       |             |              |           Play           |        Declaring         |                Defending              |
KIRSTAN Marlene - KREFELD Camilla Bo                   |  280   0.43 |  0.17   0.26 |  0.28 (154)   0.23 (125) |  0.34 ( 73)   0.22 ( 81) |  0.33 ( 62)  -0.24 ( 63)   0.19 (125) |
HARASIMOWICZ Ewa - PASTERNAK Malgorzata                |  260   0.42 |  0.33   0.08 | -0.02 (121)   0.18 (136) |  0.19 ( 65)  -0.27 ( 56) | -0.18 ( 60)   0.16 ( 76)   0.17 (136) |
ANDERSSON Pia - RIMSTEDT Cecilia                       |  280   0.41 |  0.23   0.17 |  0.37 (134)  -0.01 (145) | -0.34 ( 61)   0.96 ( 73) | -0.04 ( 76)   0.16 ( 69)  -0.06 (145) |
BRUNNER Michelle - GOLDENFIELD Rhona                   |  220   0.38 |  0.58  -0.20 | -0.25 (113)  -0.15 (105) | -0.16 ( 53)  -0.33 ( 60) |  0.08 ( 57)   0.37 ( 48)  -0.37 (105) |
TERRANEO Sylvia - KRIFTNER Susanne                     |  220   0.37 |  0.08   0.29 |  0.24 (116)   0.35 (102) |  0.45 ( 53)   0.06 ( 63) |  0.35 ( 56)   0.29 ( 46)   0.02 (102) |
SVER Nikica - PILIPOVIC Marina                         |  400   0.34 |  0.15   0.19 |  0.45 (199)  -0.06 (201) |  0.78 (103)   0.09 ( 96) | -0.04 ( 95)   0.05 (106)  -0.07 (201) |
UYGAN Filiz - ATALAY Belis                             |  280   0.34 |  0.15   0.19 |  0.29 (163)   0.04 (116) |  0.18 (105)   0.50 ( 58) | -0.37 ( 59)  -0.22 ( 57)   0.33 (116) |
TESHOME Sarah - JAGGER Catherine                       |  260   0.33 |  0.28   0.05 |  0.08 (110)   0.03 (148) | -0.09 ( 68)   0.37 ( 42) |  0.15 ( 76)   0.09 ( 72)  -0.09 (148) |
VRIEND Bep - ARNOLDS Carla                             |  260   0.32 |  0.52  -0.20 |  0.11 (132)  -0.52 (128) |  0.58 (  8)   0.08 (124) |  0.05 (111)  -0.63 ( 17)  -0.48 (128) |
SMEDEREVAC Jovanka - GOGOMAN Adele                     |  340   0.26 | -0.05   0.32 |  0.37 (182)   0.26 (158) |  0.44 ( 97)   0.29 ( 85) |  0.26 ( 86)  -0.02 ( 72)   0.12 (158) |
FISHPOOL Catherine - PIGEAUD Fabienne                  |  220   0.26 |  0.13   0.13 | -0.04 (115)   0.32 (105) | -0.17 ( 58)   0.09 ( 57) |  0.27 ( 47)   0.47 ( 58)  -0.07 (105) |
McGOWAN Elizabeth (Liz) - McQUAKER Fiona               |  320   0.25 |  0.23   0.02 | -0.13 (169)   0.19 (151) |  0.26 ( 96)  -0.64 ( 73) |  0.12 ( 82)  -0.01 ( 69)   0.13 (151) |
MEIRI Hana - MORAN OHAYON Orit                         |  340   0.22 |  0.02   0.20 |  0.26 (156)   0.15 (180) |  0.43 ( 83)   0.08 ( 73) |  0.14 ( 94)   0.14 ( 86)   0.01 (180) |
STAWOWY Barbara - NEHMERT Pony Beate                   |  240   0.21 |  0.14   0.08 | -0.05 (126)   0.22 (113) | -0.23 ( 62)   0.12 ( 64) | -0.14 ( 59)   0.06 ( 54)   0.27 (113) |
SARNIAK Anna - BREWIAK Grazyna                         |  320   0.21 |  0.06   0.15 |  0.13 (175)   0.18 (145) |  0.06 ( 91)   0.20 ( 84) |  0.17 ( 68)  -0.31 ( 77)   0.27 (145) |
SCHRAVERUS-MEUER Mirja - ALBERTI Anja                  |  180   0.20 |  0.02   0.18 |  0.30 ( 98)   0.05 ( 80) |  0.47 ( 56)   0.07 ( 42) |  0.24 ( 51)  -0.02 ( 29)  -0.10 ( 80) |
HERNANDEZ Maria Eugenia - MESTRES Montserrat           |  300   0.14 | -0.06   0.20 |  0.23 (149)   0.17 (151) |  0.27 ( 75)   0.18 ( 74) | -0.15 ( 76)   0.18 ( 75)   0.15 (151) |
TORIELLI Vanessa - POMARES Y De Morant Claudia         |  260   0.12 |  0.08   0.03 |  0.16 (126)  -0.09 (133) |  0.20 ( 67)   0.11 ( 59) |  0.29 ( 72)   0.01 ( 61)  -0.25 (133) |
SANTOS Maria Carmen - MATUT Maria Luisa (Marisa)       |  300   0.10 |  0.12  -0.02 | -0.39 (161)   0.41 (138) | -0.18 ( 80)  -0.59 ( 81) |  0.04 ( 68)   0.13 ( 70)   0.32 (138) |
PECINA Planinka (Nina) - RUSO Sandra                   |  180   0.09 | -0.09   0.18 |  0.29 ( 87)   0.08 ( 89) | -0.06 ( 45)   0.67 ( 42) | -0.22 ( 39)   0.20 ( 50)   0.07 ( 89) |
KULMALA Sari - MANTYLA Mirja                           |  280   0.04 |  0.07  -0.03 |  0.06 (129)  -0.10 (150) |  0.22 ( 65)  -0.11 ( 64) |  0.02 ( 82)   0.17 ( 68)  -0.19 (150) |
MULLER Renata - PETROVIC Izvorka                       |  260   0.03 |  0.12  -0.09 |  0.01 (117)  -0.18 (142) | -0.49 ( 44)   0.32 ( 73) | -0.27 ( 66)   0.10 ( 76)  -0.11 (142) |
VASILKOVA Irina - KARPENKO Natalia                     |  240   0.00 |  0.05  -0.05 | -0.11 (112)   0.00 (125) | -0.75 ( 45)   0.32 ( 67) | -0.41 ( 61)   0.09 ( 64)   0.16 (125) |
SOBOLEWSKA Ewa - SZCZEPANSKA Anna                      |  260  -0.05 |  0.03  -0.07 |  0.21 (136)  -0.39 (122) |  0.50 ( 65)  -0.06 ( 71) | -0.03 ( 65)  -0.33 ( 57)  -0.22 (122) |
WELKER Jacint - KEREKES Zsuzsa                         |  280  -0.05 | -0.21   0.16 |  0.37 (148)  -0.08 (129) |  0.38 ( 65)   0.36 ( 83) |  0.05 ( 62)  -0.22 ( 67)   0.01 (129) |
AHONEN Hulda - ELSINEN Tiina                           |  260  -0.11 | -0.04  -0.07 | -0.35 (126)   0.20 (133) | -0.61 ( 67)  -0.06 ( 59) |  0.18 ( 59)   0.04 ( 74)   0.09 (133) |
VIOLA Carmen - VIOLA Margarita                         |  240  -0.13 | -0.00  -0.12 | -0.27 (116)   0.01 (122) | -0.38 ( 62)  -0.14 ( 54) |  0.17 ( 56)  -0.22 ( 66)   0.05 (122) |
FORSBERG Catharina - GRONKVIST Maria                   |  280  -0.13 | -0.48   0.35 |  0.09 (135)   0.60 (145) |  0.09 ( 66)   0.08 ( 69) |  0.10 ( 70)   0.32 ( 75)   0.39 (145) |
BEKKOUCHE Nadia - BINDERKRANTZ Trine                   |  260  -0.18 | -0.16  -0.02 | -0.06 (111)   0.01 (147) | -0.03 ( 63)  -0.09 ( 48) |  0.26 ( 80)   0.08 ( 67)  -0.17 (147) |
KERTESZ Zsofi - ORMAY-ZEMPLENI Eva                     |  300  -0.21 | -0.02  -0.19 | -0.41 (137)  -0.01 (162) | -0.01 ( 61)  -0.73 ( 76) |  0.06 ( 88)   0.10 ( 74)  -0.09 (162) |
SVENDSEN Tone Torkelsen - LANGELAND Aase               |  200  -0.22 | -0.28   0.06 | -0.09 (115)   0.27 ( 84) | -1.14 ( 35)   0.36 ( 80) | -0.14 ( 58)   0.16 ( 26)   0.32 ( 84) |
LINDBLOM Mari - RYMAN Jenny                            |  280  -0.23 | -0.24   0.01 |  0.00 (138)   0.02 (142) |  0.18 ( 60)  -0.13 ( 78) |  0.00 ( 70)   0.36 ( 72)  -0.17 (142) |
SHEZIFI Hana - LIBSTER Nadia                           |  300  -0.23 | -0.21  -0.02 | -0.06 (150)   0.02 (149) | -0.39 ( 70)   0.23 ( 80) | -0.07 ( 65)   0.28 ( 84)  -0.10 (149) |
FUGLESTAD Ann Karin - HARDING Marianne                 |  280  -0.24 | -0.06  -0.19 | -0.30 (125)  -0.10 (154) |  0.30 ( 55)  -0.77 ( 70) | -0.20 ( 64)   0.17 ( 90)  -0.11 (154) |
TSIRIKOU Eleni - GLAVANI Vanda                         |  240  -0.28 | -0.16  -0.12 | -0.07 (112)  -0.17 (127) | -0.48 ( 54)   0.32 ( 58) |  0.39 ( 72)  -0.16 ( 55)  -0.32 (127) |
BURNS Ciara - FINN Mary                                |  300  -0.29 | -0.32   0.04 | -0.10 (137)   0.15 (162) |  0.10 ( 76)  -0.34 ( 61) |  0.02 ( 86)  -0.04 ( 76)   0.15 (162) |
WEIGKRICHT Terry - GRUMM Iris                          |  220  -0.29 |  0.01  -0.30 | -0.18 ( 88)  -0.39 (131) |  0.43 ( 48)  -0.90 ( 40) | -0.13 ( 70)  -0.43 ( 61)  -0.12 (131) |
SUPPULA Taru - NURMI Pia                               |  300  -0.29 | -0.18  -0.12 | -0.04 (150)  -0.19 (150) |  0.08 ( 82)  -0.18 ( 68) |  0.01 ( 73)   0.04 ( 77)  -0.22 (150) |
ARRIGONI Gianna - OLIVIERI Gabriella                   |  260  -0.30 | -0.07  -0.23 | -0.40 (132)  -0.06 (126) | -0.23 ( 80)  -0.65 ( 52) |  0.08 ( 58)  -0.12 ( 68)  -0.03 (126) |
ECONOMOU Liana - KANELLOPOULOU Despina                 |  300  -0.31 | -0.41   0.11 |  0.10 (136)   0.11 (160) | -0.19 ( 71)   0.42 ( 65) | -0.06 ( 79)   0.13 ( 81)   0.08 (160) |
GRANT Maida - McDONALD Sheila                          |  260  -0.31 | -0.19  -0.12 | -0.08 (129)  -0.16 (129) |  0.20 ( 59)  -0.32 ( 70) | -0.13 ( 68)  -0.28 ( 61)   0.03 (129) |
BABAC Mine - TOKCAN Merih                              |  260  -0.33 | -0.11  -0.22 | -0.34 (128)  -0.10 (131) | -0.52 ( 59)  -0.19 ( 69) | -0.12 ( 70)  -0.17 ( 61)   0.05 (131) |
PASQUARE Rita - PICCIONI Giovanna                      |  260  -0.36 | -0.17  -0.19 | -0.19 (115)  -0.19 (144) |  0.12 ( 69)  -0.66 ( 46) | -0.03 ( 80)  -0.38 ( 64)  -0.01 (144) |
CASTIGNANI Claudia - DE CRESCENZO Marilena             |  300  -0.37 | -0.20  -0.17 | -0.10 (161)  -0.26 (138) | -0.11 ( 87)  -0.08 ( 74) | -0.18 ( 71)   0.21 ( 67)  -0.27 (138) |
URBANI Anna Maria - FILIPPI Mimma                      |  280  -0.42 | -0.46   0.04 |  0.31 (143)  -0.25 (135) |  0.50 ( 80)   0.07 ( 63) |  0.01 ( 66)  -0.18 ( 69)  -0.16 (135) |
GROMOVA Victoria - PONOMAREVA Tatiana                  |  300  -0.43 | -0.24  -0.19 | -0.18 (167)  -0.20 (131) | -0.18 ( 73)  -0.18 ( 94) | -0.31 ( 66)  -0.17 ( 65)   0.04 (131) |
ADAMSON Sheila - MARTIN Anne                           |  260  -0.44 | -0.46   0.02 |  0.20 (104)  -0.10 (153) | -0.01 ( 58)   0.46 ( 46) | -0.06 ( 74)   0.18 ( 79)  -0.16 (153) |
LAMBRINOU Sophie - LIAKOPOULOU Elina                   |  300  -0.44 | -0.38  -0.07 |  0.16 (152)  -0.30 (147) | -0.00 ( 89)   0.38 ( 63) |  0.06 ( 82)  -0.18 ( 65)  -0.25 (147) |
GALAKTIONOVA Olga - MOCHALOVA Julia                    |  280  -0.44 | -0.46   0.02 |  0.20 (140)  -0.16 (139) |  0.17 ( 81)   0.25 ( 59) | -0.01 ( 75)  -0.46 ( 64)   0.05 (139) |
CLEARY Ena - FITZGERALD Jeannie                        |  260  -0.48 | -0.11  -0.37 | -0.17 (125)  -0.57 (133) | -0.20 ( 69)  -0.12 ( 56) | -0.58 ( 66)  -0.17 ( 67)  -0.20 (133) |
CSIPKA Szilvia - MEZEI Katalin                         |  260  -0.52 | -0.21  -0.31 | -0.24 (138)  -0.39 (121) | -0.36 ( 59)  -0.16 ( 79) | -0.02 ( 52)   0.20 ( 69)  -0.50 (121) |
SLOANE Diane - FRIEL Dympna                            |  280  -0.56 | -0.45  -0.11 | -0.11 (143)  -0.11 (134) | -0.15 ( 74)  -0.07 ( 69) | -0.10 ( 78)  -0.02 ( 56)  -0.04 (134) |
DAN Ora - LAZAR Naomi                                  |  200  -0.57 | -0.27  -0.30 | -0.14 ( 88)  -0.43 (111) | -0.32 ( 52)   0.12 ( 36) | -0.28 ( 71)  -0.29 ( 40)  -0.14 (111) |
ALTINOK Banu - OZAN Eren                               |  300  -0.57 | -0.47  -0.10 |  0.07 (145)  -0.26 (153) |  0.20 ( 79)  -0.08 ( 66) |  0.14 ( 90)  -0.08 ( 63)  -0.31 (153) |
JOHANNESDOTTIR Gudrun - JONSDOTTIR Arngunnur           |  260  -0.59 | -0.02  -0.57 | -0.45 (125)  -0.69 (132) | -0.19 ( 54)  -0.65 ( 71) | -0.92 ( 66)   0.14 ( 66)  -0.30 (132) |
SKULADOTTIR Hrafnhildur - DANIELSDOTTIR Soffia         |  340  -0.71 | -0.09  -0.62 | -0.35 (180)  -0.94 (158) | -0.45 ( 91)  -0.23 ( 89) | -0.29 ( 82)  -0.32 ( 76)  -0.64 (158) |
BRIEM Ragna - PALSDOTTIR Thoranna                      |  240  -0.73 | -0.37  -0.36 | -0.43 (103)  -0.31 (135) | -0.50 ( 48)  -0.36 ( 55) |  0.05 ( 70)  -0.33 ( 65)  -0.18 (135) |

                                                       |             |              |           Play           |        Declaring         |                Defending              |
Players                                                |  No.   IMPs |   Bid   Play |   Declaring    Defending |   Declarer1    Declarer2 |       Lead1        Lead2         Play |
SMEDEREVAC Jovanka - WEIGKRICHT Terry                  |   20   0.61 | -0.08   0.70 |  1.62 ( 10)  -0.23 ( 10) |  1.27 (  1)   1.66 (  9) | -0.05 (  7)   0.41 (  3)  -0.31 ( 10) |
TERRANEO Sylvia - WEIGKRICHT Terry                     |   40  -0.10 |  0.17  -0.27 | -0.67 ( 20)   0.15 ( 19) | -0.44 (  8)  -0.83 ( 12) |  0.26 (  6)   0.79 ( 13)  -0.48 ( 19) |
KARPENKO Natalia - PONOMAREVA Tatiana                  |   20  -0.48 |  0.17  -0.65 | -0.75 (  5)  -0.62 ( 15) | -1.75 (  2)  -0.08 (  3) |  0.54 (  3)  -0.11 ( 12)  -0.64 ( 15) |

