                                                       |             |              |           Play           |        Declaring         |                Defending              |
ALMIRALL Marta - ALMIRALL Nuria                        |  256   0.16 | -0.02   0.19 |  0.37 (120)   0.02 (136) | -0.11 ( 49)   0.70 ( 71) | -0.01 ( 89)   0.17 ( 47)  -0.03 (136) |
SMITH Nicola - BROCK Sally                             |  255   0.16 |  0.16  -0.00 | -0.23 (130)   0.24 (124) | -0.78 ( 56)   0.19 ( 74) |  0.16 ( 63)  -0.00 ( 61)   0.16 (124) |
ADAMSON Sheila - SYMONS Anne                           |  224   0.08 | -0.02   0.11 | -0.09 ( 95)   0.25 (128) | -0.04 ( 56)  -0.15 ( 39) |  0.46 ( 68)   0.03 ( 60)  -0.01 (128) |
SVER Nikica - PILIPOVIC Marina                         |  304   0.08 | -0.25   0.33 |  0.22 (157)   0.44 (147) |  0.29 ( 68)   0.17 ( 89) |  0.18 ( 62)   0.27 ( 85)   0.21 (147) |
KULCHYCKY Jill - RIGNEY Teresa                         |  256   0.07 |  0.15  -0.08 | -0.17 (109)  -0.02 (145) | -0.43 ( 71)   0.32 ( 38) |  0.23 ( 74)  -0.03 ( 71)  -0.12 (145) |
LEVIT-PORAT Ruth - POPLILOV Matilda                    |  256   0.05 |  0.32  -0.27 | -0.31 (127)  -0.23 (128) | -0.33 ( 60)  -0.29 ( 67) | -0.02 ( 65)   0.10 ( 63)  -0.27 (128) |
FERLAZZO Caterina - MANARA Gabriella                   |  223   0.03 |  0.29  -0.26 | -0.43 (105)  -0.11 (117) | -0.67 ( 44)  -0.25 ( 61) |  0.00 ( 64)   0.15 ( 53)  -0.18 (117) |
NOSACKI Michal - SAADA Nathalie                        |  208   0.01 |  0.25  -0.24 | -0.26 (106)  -0.23 (101) | -0.13 ( 47)  -0.36 ( 59) | -0.36 ( 49)  -0.08 ( 52)  -0.01 (101) |
GREENWOOD Diane - KENNY Joan                           |  224  -0.00 |  0.14  -0.14 |  0.09 (108)  -0.35 (116) |  0.08 ( 50)   0.10 ( 58) | -0.23 ( 63)   0.19 ( 53)  -0.32 (116) |
OZBAY Irem - ATES Ebru                                 |  192  -0.01 |  0.30  -0.31 | -0.54 ( 99)  -0.08 ( 93) | -0.27 ( 54)  -0.86 ( 45) | -0.02 ( 49)   0.24 ( 44)  -0.18 ( 93) |
GIAMPIETRO Cristina - NEHMERT Pony Beate               |  224  -0.02 | -0.15   0.14 |  0.15 (109)   0.13 (114) |  0.63 ( 48)  -0.23 ( 61) |  0.05 ( 51)  -0.20 ( 63)   0.22 (114) |
FUGLESTAD Ann Karin - HARDING Marianne                 |  272  -0.04 |  0.03  -0.07 |  0.34 (130)  -0.44 (142) |  0.15 ( 60)   0.49 ( 70) | -0.24 ( 61)  -0.23 ( 81)  -0.20 (142) |
FARHAT Faten - KREIDIEH Hana                           |  144  -0.05 | -0.19   0.13 |  0.35 ( 73)  -0.09 ( 69) |  0.52 ( 35)   0.19 ( 38) |  0.62 ( 21)   0.32 ( 48)  -0.50 ( 69) |
GRAIZER Nurit - MORAN OHAYON Orit                      |  208  -0.06 | -0.14   0.07 |  0.02 ( 82)   0.10 (125) | -0.16 ( 34)   0.15 ( 48) |  0.15 ( 64)  -0.08 ( 61)   0.07 (125) |
TAUBE Aire - ORAS Maarja                               |  288  -0.09 | -0.13   0.04 |  0.12 (163)  -0.08 (125) |  0.20 ( 89)   0.03 ( 74) |  0.07 ( 59)   0.08 ( 66)  -0.15 (125) |
ZMUDA Justyna - DUFRAT Katarzyna                       |  208  -0.10 |  0.06  -0.17 |  0.08 ( 99)  -0.39 (109) |  0.01 ( 51)   0.15 ( 48) |  0.37 ( 71)  -0.37 ( 38)  -0.50 (109) |
BABOT Mari Carmen - PANADERO Maria                     |  239  -0.11 | -0.17   0.05 | -0.04 (118)   0.15 (120) |  0.22 ( 52)  -0.25 ( 66) |  0.12 ( 58)   0.04 ( 62)   0.07 (120) |
THOMASBERGER Hannelore - WEIHS Bettina                 |  352  -0.12 | -0.10  -0.02 | -0.23 (175)   0.20 (175) | -0.25 ( 90)  -0.21 ( 85) | -0.14 ( 97)   0.28 ( 78)   0.15 (175) |
CAMPAGNANO Debora - HUGON Elisabeth                    |  128  -0.13 | -0.41   0.29 | -0.21 ( 66)   0.82 ( 62) | -0.00 ( 32)  -0.41 ( 34) |  0.55 ( 35)   0.35 ( 27)   0.35 ( 62) |
BILDE Lone - RASMUSSEN Helle                           |  349  -0.13 | -0.16   0.03 |  0.10 (194)  -0.04 (155) |  0.12 (106)   0.07 ( 88) |  0.03 ( 81)  -0.31 ( 74)   0.09 (155) |
VECHIATTO Claudia - EGGELING Marie                     |  240  -0.17 |  0.07  -0.24 | -0.05 (120)  -0.42 (118) |  0.22 ( 57)  -0.31 ( 63) | -0.14 ( 62)  -0.26 ( 56)  -0.22 (118) |
LEKOVA-KOVACHEVA Anna - MIRCHEVA Ralitsa Mihaylova     |  256  -0.17 | -0.10  -0.07 |  0.08 (155)  -0.31 (101) |  0.12 ( 76)   0.05 ( 79) |  0.06 ( 55)  -0.24 ( 46)  -0.24 (101) |
STEGAROIU Marina - PAVEL Jacqueline                    |  350  -0.18 | -0.11  -0.07 | -0.29 (161)   0.12 (189) | -0.25 ( 73)  -0.33 ( 88) | -0.04 (119)   0.15 ( 70)   0.09 (189) |
ECONOMOU Liana - MAMIDAKI Lina                         |  256  -0.19 | -0.13  -0.06 | -0.06 (126)  -0.07 (129) | -0.42 ( 72)   0.42 ( 54) |  0.17 ( 66)  -0.31 ( 63)  -0.00 (129) |
DJORDJEVIC Aleksandra - MANDZO Gordana                 |  256  -0.19 | -0.36   0.16 |  0.53 (127)  -0.20 (127) |  0.40 ( 60)   0.64 ( 67) | -0.09 ( 46)  -0.21 ( 81)  -0.03 (127) |
MIHOVA Elena - NIKOLOVA MARTA                          |  240  -0.22 | -0.06  -0.16 | -0.41 (117)   0.08 (123) |  0.42 ( 64)  -1.41 ( 53) | -0.09 ( 68)  -0.10 ( 55)   0.17 (123) |
WENNEVOLD Ida - HELNESS Gunn                           |  240  -0.23 |  0.02  -0.25 | -0.27 (136)  -0.22 (104) | -0.07 ( 70)  -0.48 ( 66) | -0.22 ( 66)  -0.14 ( 38)  -0.03 (104) |
THORESEN Siv - REMEN Solvi                             |  192  -0.24 | -0.58   0.34 |  0.06 ( 94)   0.61 ( 98) |  0.36 ( 54)  -0.34 ( 40) |  0.40 ( 36)  -0.17 ( 62)   0.57 ( 98) |
TOMLJANOVIC Sandra - MULLER Renata                     |  223  -0.25 | -0.09  -0.15 |  0.01 (108)  -0.30 (115) | -0.04 ( 61)   0.06 ( 47) | -0.03 ( 58)  -0.07 ( 57)  -0.25 (115) |
AHLESVED Catharina - GRONKVIST Maria                   |  176  -0.25 | -0.08  -0.18 | -0.00 ( 72)  -0.30 (102) | -0.10 ( 32)   0.08 ( 40) | -0.00 ( 49)  -0.05 ( 53)  -0.28 (102) |
ZAIM Mey - ATALAY Belis                                |  208  -0.26 | -0.08  -0.18 |  0.17 (108)  -0.55 (100) | -0.26 ( 69)   0.93 ( 39) | -0.04 ( 47)   0.04 ( 53)  -0.55 (100) |
KAZMUCHA Danuta - MISZEWSKA Ewa                        |  192  -0.26 | -0.23  -0.03 | -0.26 ( 85)   0.16 (107) |  0.02 ( 55)  -0.79 ( 30) | -0.16 ( 62)   0.28 ( 45)   0.13 (107) |
MALAKOVA Desislava - MITEVA Marieta                    |  208  -0.31 | -0.15  -0.16 | -0.13 ( 85)  -0.19 (121) | -0.61 ( 44)   0.39 ( 41) |  0.12 ( 58)  -0.04 ( 63)  -0.23 (121) |
SIMIC Olga - DANILOVIC Vesna                           |  272  -0.32 | -0.07  -0.25 | -0.21 (146)  -0.30 (126) | -0.03 ( 84)  -0.45 ( 62) | -0.10 ( 65)   0.13 ( 61)  -0.31 (126) |
McGOWAN Elizabeth (Liz) - PUNCH Sam                    |  256  -0.32 |  0.01  -0.33 | -0.23 (140)  -0.46 (115) |  0.08 ( 77)  -0.61 ( 63) | -0.19 ( 52)  -0.37 ( 63)  -0.17 (115) |
WISEMAN Yvonne - McQUAKER Fiona                        |  224  -0.32 | -0.12  -0.20 | -0.11 (116)  -0.30 (108) | -0.05 ( 69)  -0.21 ( 47) | -0.16 ( 60)   0.04 ( 48)  -0.23 (108) |
SARV Pihel - VIILUP Triinu                             |  304  -0.33 | -0.24  -0.09 |  0.00 (154)  -0.19 (150) | -0.13 ( 95)   0.22 ( 59) | -0.22 ( 84)   0.22 ( 66)  -0.16 (150) |
ANGEBRANDT Dietlind - PICHLER Eva                      |  352  -0.36 | -0.12  -0.24 | -0.06 (169)  -0.41 (182) |  0.21 ( 84)  -0.32 ( 85) | -0.15 ( 89)   0.12 ( 93)  -0.40 (182) |
KYRIAKIDOU Antonia (Nitsa) - LAMBRINOU Sophie          |  224  -0.36 | -0.02  -0.34 | -0.40 (121)  -0.27 (103) | -0.32 ( 15)  -0.41 (106) | -0.25 ( 91)   1.27 ( 12)  -0.19 (103) |
VOROBEYCHIKOVA Olga - CHUBAROVA Svetlana               |  192  -0.47 | -0.35  -0.11 |  0.14 (100)  -0.39 ( 92) |  0.06 ( 54)   0.24 ( 46) | -0.19 ( 48)  -0.30 ( 44)  -0.14 ( 92) |
DOWLING-LONG Hilary - PENDER Gilda                     |  224  -0.49 | -0.37  -0.12 | -0.40 (112)   0.17 (110) | -0.16 ( 51)  -0.61 ( 61) |  0.11 ( 65)  -0.13 ( 45)   0.16 (110) |
CAFRANGA-MARTORELL Carmen - FRANCES Ana                |  207  -0.49 | -0.28  -0.22 |  0.29 (107)  -0.77 (100) |  0.17 ( 49)   0.39 ( 58) | -0.01 ( 56)  -0.14 ( 44)  -0.70 (100) |
SEPP Tuul - TEINEMAA Irene                             |  112  -0.52 | -0.18  -0.34 | -0.05 ( 42)  -0.52 ( 70) | -0.37 ( 20)   0.25 ( 22) | -0.33 ( 35)  -0.31 ( 35)  -0.20 ( 70) |
TALIJAN Biljana - BANJAC Bojana                        |  176  -0.69 | -0.31  -0.39 | -0.62 ( 83)  -0.18 ( 92) | -0.55 ( 47)  -0.72 ( 36) |  0.15 ( 48)  -0.17 ( 44)  -0.17 ( 92) |
BRKLJACIC Tihana - KULOVIC-PROBST Sandra               |  176  -0.71 | -0.02  -0.70 | -0.84 ( 87)  -0.57 ( 88) | -0.86 ( 40)  -0.82 ( 47) | -0.49 ( 43)  -0.01 ( 45)  -0.32 ( 88) |
MITSI Georgia - PANAGAKI Maria                         |  224  -0.74 | -0.13  -0.61 | -0.65 (103)  -0.59 (120) | -0.78 ( 61)  -0.45 ( 42) | -0.33 ( 54)  -0.10 ( 66)  -0.38 (120) |
CHAMMAA Iman - HAMDAN Nahla                            |  112  -2.20 | -1.11  -1.09 | -1.07 ( 37)  -1.09 ( 75) | -1.32 ( 18)  -0.83 ( 19) | -0.65 ( 32)  -0.24 ( 43)  -0.68 ( 75) |

                                                       |             |              |           Play           |        Declaring         |                Defending              |
Players                                                |  No.   IMPs |   Bid   Play |   Declaring    Defending |   Declarer1    Declarer2 |       Lead1        Lead2         Play |
HAMDAN Nahla - KREIDIEH Hana                           |   16   1.48 |  0.59   0.89 |  0.59 (  7)   1.12 (  9) |  0.60 (  3)   0.59 (  4) |  2.50 (  3)   0.08 (  6)   0.23 (  9) |
ANAWATI Claude - KREIDIEH Hana                         |   96   0.00 | -0.00   0.00 |  0.65 ( 50)  -0.71 ( 46) |  0.90 ( 28)   0.33 ( 22) | -1.43 ( 13)   0.05 ( 33)  -0.34 ( 46) |
FARHAT Faten - RAMADAN Youmna                          |   32  -0.12 |  0.20  -0.33 | -0.59 ( 20)   0.11 ( 12) | -0.34 (  5)  -0.68 ( 15) | -0.24 (  3)  -0.11 (  9)   0.25 ( 12) |
HAMDAN Nahla - ANAWATI Claude                          |   96  -0.14 | -0.15   0.01 |  0.16 ( 52)  -0.16 ( 44) | -0.16 ( 27)   0.50 ( 25) |  0.27 ( 18)   0.07 ( 26)  -0.31 ( 44) |
KREIDIEH Hana - RAMADAN Youmna                         |   16  -1.13 | -0.42  -0.71 |  0.31 (  7)  -1.50 (  9) |  0.92 (  3)  -0.15 (  4) |     - (  0)  -0.33 (  9)  -1.18 (  9) |
ANAWATI Claude - RAMADAN Youmna                        |   47  -1.34 | -1.09  -0.25 | -0.23 ( 29)  -0.29 ( 18) |  0.39 (  9)  -0.51 ( 20) |  0.47 (  6)  -0.11 ( 12)  -0.38 ( 18) |
CHAMMAA Iman - FARHAT Faten                            |   80  -1.64 | -1.09  -0.56 | -0.72 ( 39)  -0.41 ( 41) | -3.21 (  8)  -0.07 ( 31) | -0.48 ( 17)  -0.18 ( 24)  -0.10 ( 41) |
FARHAT Faten - HAMDAN Nahla                            |   32  -1.68 | -1.14  -0.54 | -1.42 ( 22)   1.40 ( 10) | -1.05 ( 11)  -1.80 ( 11) | -0.37 (  1)   0.54 (  9)   0.95 ( 10) |

