                                                       |             |              |           Play           |        Declaring         |                Defending              |
ADAMSON Sheila - SYMONS Anne                           |  144   0.40 |  0.14   0.26 |  0.41 ( 54)   0.17 ( 90) |  0.39 ( 24)   0.42 ( 30) | -0.03 ( 45)  -0.24 ( 45)   0.30 ( 90) |
KHALIL Lily - KHOURI Maud                              |  144   0.38 |  0.04   0.34 |  0.40 ( 75)   0.28 ( 67) |  0.10 ( 38)   0.71 ( 37) |  0.31 ( 29)   0.44 ( 38)  -0.10 ( 67) |
SO Ho-Yee - TSAI Po-Ya                                 |  128   0.34 |  0.17   0.18 |  0.25 ( 64)   0.10 ( 64) |  0.42 ( 29)   0.10 ( 35) | -0.12 ( 25)   0.11 ( 39)   0.08 ( 64) |
DEMME Ina - WOLPERT Hazel                              |  160   0.26 |  0.11   0.15 |  0.15 ( 75)   0.15 ( 84) |  0.23 ( 41)   0.05 ( 34) |  0.21 ( 41)   0.02 ( 43)   0.04 ( 84) |
PANADERO Maria - BABOT Mari Carmen                     |  144   0.24 | -0.20   0.44 |  0.39 ( 70)   0.49 ( 73) |  0.33 ( 34)   0.46 ( 36) |  0.44 ( 40)  -0.10 ( 33)   0.29 ( 73) |
BOLDT Silvia Elena - IRIBARREN Gloria                  |  160   0.22 |  0.25  -0.03 | -0.02 ( 76)  -0.04 ( 84) |  0.03 ( 39)  -0.08 ( 37) |  0.21 ( 40)  -0.14 ( 44)  -0.06 ( 84) |
GINSBERG Candice - TRAVIS Barbara                      |  127   0.22 |  0.34  -0.12 |  0.29 ( 61)  -0.50 ( 66) |  0.31 ( 22)   0.29 ( 39) | -0.46 ( 35)   0.07 ( 31)  -0.29 ( 66) |
GRANT Maida - McDONALD Sheila                          |  112   0.21 |  0.00   0.21 |  0.18 ( 62)   0.26 ( 50) | -0.06 ( 32)   0.43 ( 30) |  0.22 ( 25)   0.09 ( 25)   0.10 ( 50) |
DUFRAT Katarzyna - ZMUDA Justyna                       |  144   0.19 | -0.18   0.38 |  0.73 ( 69)   0.05 ( 75) |  0.54 ( 30)   0.88 ( 39) | -0.84 ( 40)   0.04 ( 35)   0.48 ( 75) |
DJUROVIC Nevena - HAVAS Elizabeth                      |  144   0.13 | -0.07   0.20 | -0.18 ( 66)   0.52 ( 78) | -0.75 ( 28)   0.23 ( 38) |  0.41 ( 33)   0.36 ( 45)   0.14 ( 78) |
BROWN Fiona - STOCKDALE Susan                          |  128   0.07 |  0.01   0.06 |  0.12 ( 59)   0.02 ( 69) |  0.03 ( 31)   0.22 ( 28) | -0.00 ( 33)   0.12 ( 36)  -0.05 ( 69) |
OYMEN Ozlem - YAVAS Dilek                              |  144   0.06 |  0.09  -0.04 |  0.20 ( 79)  -0.33 ( 65) | -0.39 ( 39)   0.77 ( 40) | -0.03 ( 34)   0.57 ( 31)  -0.59 ( 65) |
GONG Fang-Wen - HU Sheau-Fong                          |  176  -0.07 | -0.07   0.00 |  0.21 ( 74)  -0.15 (102) | -0.04 ( 43)   0.56 ( 31) | -0.04 ( 53)  -0.35 ( 49)   0.04 (102) |
BALDYSZ Cathy - BANASZKIEWICZ Ewa                      |  127  -0.16 |  0.01  -0.17 | -0.30 ( 60)  -0.05 ( 66) | -0.23 ( 32)  -0.39 ( 28) | -0.00 ( 32)  -0.07 ( 34)  -0.02 ( 66) |
GARATEGUY Maria Del Rosario - IACAPRARO Maria Elena    |  143  -0.21 | -0.09  -0.12 | -0.16 ( 76)  -0.09 ( 67) | -0.51 ( 19)  -0.04 ( 57) |  0.12 ( 37)  -0.23 ( 30)  -0.05 ( 67) |
BENNETT Debbie - NISBET Pamela                         |  112  -0.23 | -0.33   0.10 |  0.51 ( 61)  -0.39 ( 51) |  0.31 ( 25)   0.66 ( 36) | -0.08 ( 24)   0.38 ( 27)  -0.55 ( 51) |
THOMSON Lesley - WYNSTON Linda                         |  144  -0.24 | -0.05  -0.18 |  0.14 ( 76)  -0.56 ( 66) |  0.08 ( 46)   0.23 ( 30) | -0.24 ( 32)   0.06 ( 34)  -0.48 ( 66) |
DHONDY Heather - SENIOR Nevena                         |  159  -0.30 | -0.16  -0.15 |  0.04 ( 83)  -0.36 ( 75) | -0.40 ( 34)   0.35 ( 49) |  0.39 ( 46)   0.21 ( 29)  -0.68 ( 75) |
BARNES Marta - MATUT Maria Luisa (Marisa)              |  128  -0.32 | -0.37   0.05 | -0.07 ( 67)   0.17 ( 60) | -0.72 ( 31)   0.49 ( 36) | -0.26 ( 34)   0.30 ( 26)   0.19 ( 60) |
MENG Gloria - TSAI Wen-Chuan                           |  111  -0.33 |  0.01  -0.34 | -0.16 ( 66)  -0.61 ( 45) |  0.38 ( 32)  -0.66 ( 34) |  0.55 ( 16)  -0.30 ( 29)  -0.62 ( 45) |
QASHU Azza - SAKET Randa                               |  160  -0.38 | -0.06  -0.33 |  0.12 ( 70)  -0.67 ( 90) | -0.30 ( 37)   0.59 ( 33) | -0.64 ( 42)  -0.20 ( 48)  -0.26 ( 90) |
BORDALLO CORTINA Cristina - FRANCES Ana                |  143  -0.42 | -0.30  -0.12 | -0.71 ( 69)   0.44 ( 73) | -0.69 ( 34)  -0.72 ( 35) | -0.14 ( 38)   0.29 ( 35)   0.37 ( 73) |
SHAH Sumitra Rasiklal - SHAH Surekhakumari Kirankumar  |  144  -0.42 | -0.20  -0.22 | -0.26 ( 81)  -0.17 ( 62) | -0.65 ( 48)   0.29 ( 33) | -0.11 ( 38)  -0.09 ( 24)  -0.07 ( 62) |
HAMDY Nessrine - BADAWI Laila                          |  144  -0.49 | -0.29  -0.20 | -0.47 ( 68)   0.03 ( 75) |  0.22 ( 33)  -1.11 ( 35) | -0.36 ( 32)   0.08 ( 43)   0.13 ( 75) |
BISTOQUET Chantal - TRACOL Anny                        |  144  -0.56 | -0.21  -0.35 | -0.02 ( 78)  -0.74 ( 65) |  0.15 ( 45)  -0.26 ( 33) | -0.20 ( 40)  -0.33 ( 25)  -0.49 ( 65) |
HOMSY Marguerite - AUDICHE Christina                   |  112  -0.60 | -0.40  -0.20 | -0.18 ( 55)  -0.22 ( 56) |  0.25 ( 28)  -0.62 ( 27) | -0.05 ( 26)   0.13 ( 30)  -0.27 ( 56) |
SHAH Parfula Suryakant - SHAH Vasanti Rashmikant       |  127  -0.77 | -0.14  -0.63 | -0.56 ( 66)  -0.72 ( 61) | -0.75 ( 40)  -0.25 ( 26) | -0.03 ( 31)  -0.42 ( 30)  -0.50 ( 61) |
ELKIN Irene - SMALINSKY Ana Lia                        |  112  -0.91 | -0.32  -0.59 | -0.45 ( 54)  -0.75 ( 56) | -0.30 ( 25)  -0.57 ( 29) |  0.01 ( 26)  -0.31 ( 30)  -0.58 ( 56) |
BRINGOLD Solange - CASSIN Jacqueline                   |  144  -1.15 | -0.71  -0.43 | -0.71 ( 66)  -0.21 ( 77) | -0.09 ( 36)  -1.45 ( 30) | -0.32 ( 41)  -0.17 ( 36)   0.04 ( 77) |
SHAH Bhanumati Sobhag - SHAH Indira Shantilal          |  144  -1.28 | -0.87  -0.41 | -0.16 ( 63)  -0.61 ( 80) |  0.50 ( 31)  -0.80 ( 32) | -0.04 ( 41)   0.01 ( 39)  -0.59 ( 80) |
BAERT Christine - DUVERNOY Roselyne                    |  128  -1.34 | -0.69  -0.66 | -1.28 ( 57)  -0.16 ( 71) | -1.39 ( 28)  -1.17 ( 29) | -0.62 ( 23)  -0.10 ( 48)   0.11 ( 71) |

                                                       |             |              |           Play           |        Declaring         |                Defending              |
Players                                                |  No. Butler |   Bid   Play |   Declaring    Defending |   Declarer1    Declarer2 |       Lead1        Lead2         Play |
HOMSY Marguerite - KHOURI Maud                         |   15  -0.40 | -0.32  -0.08 | -0.41 (  8)   0.30 (  7) | -0.03 (  3)  -0.65 (  5) | -0.36 (  3)  -0.66 (  4)   0.83 (  7) |
ABU JABER Aida - ABU JABER Yasmin                      |   80  -0.45 | -0.22  -0.23 | -0.35 ( 34)  -0.14 ( 44) | -1.36 ( 15)   0.45 ( 19) | -0.55 ( 19)   0.09 ( 25)   0.04 ( 44) |
ABU JABER Yasmin - HAMADEH AWWAD Maha                  |   48  -1.02 | -0.74  -0.28 | -0.97 ( 27)   0.60 ( 21) | -2.30 ( 12)   0.09 ( 15) |  0.78 ( 12)   0.28 (  9)   0.04 ( 21) |
ABU JABER Aida - HAMADEH AWWAD Maha                    |   80  -1.02 | -0.42  -0.61 | -0.68 ( 48)  -0.49 ( 32) | -0.73 ( 27)  -0.62 ( 21) |  0.29 ( 19)  -0.14 ( 13)  -0.61 ( 32) |
ABU JABER Aida - QASHU Azza                            |   32  -1.41 | -1.40  -0.00 | -0.34 ( 12)   0.20 ( 20) | -0.99 (  5)   0.12 (  7) | -0.27 ( 11)   0.02 (  9)   0.34 ( 20) |
ABU JABER Aida - SAKET Randa                           |   16  -1.50 | -0.01  -1.49 | -2.33 (  9)  -0.41 (  7) | -3.02 (  7)   0.10 (  2) | -0.03 (  3)  -0.19 (  4)  -0.29 (  7) |

