                                                       |             |              |           Play           |        Declaring         |                Defending              |
BEKKOUCHE Nadia - SCHALTZ Dorthe                       |  224   0.27 |  0.13   0.14 |  0.11 (107)   0.18 (116) |  0.08 ( 51)   0.13 ( 56) | -0.07 ( 54)   0.12 ( 62)   0.14 (116) |
SIMPSON Wendy Ho - SINGH Sagari                        |  144   0.23 |  0.30  -0.07 |  0.15 ( 74)  -0.30 ( 69) |  0.10 ( 32)   0.18 ( 42) |  0.17 ( 37)   0.03 ( 32)  -0.40 ( 69) |
DEORA Hema - KARMARKAR Marianne                        |  160   0.17 |  0.17   0.00 |  0.11 ( 83)  -0.11 ( 76) | -0.20 ( 37)   0.36 ( 46) |  0.07 ( 37)   0.28 ( 39)  -0.29 ( 76) |
COVARRUBIAS Elizabeth - RIEDEL Paula                   |  160   0.12 |  0.13  -0.01 | -0.45 ( 82)   0.47 ( 76) | -1.10 ( 25)  -0.16 ( 57) |  0.01 ( 42)   0.04 ( 34)   0.44 ( 76) |
STANSBY JoAnna - ZUR-CAMPANILE Migry                   |  160   0.11 | -0.09   0.21 |  0.27 ( 83)   0.14 ( 77) |  0.35 ( 38)   0.19 ( 45) |  0.21 ( 33)   0.16 ( 44)  -0.04 ( 77) |
DOWLING-LONG Hilary - PENDER Gilda                     |  144   0.10 |  0.19  -0.09 | -0.04 ( 79)  -0.16 ( 63) | -0.46 ( 45)   0.52 ( 34) | -0.45 ( 36)   0.20 ( 27)   0.01 ( 63) |
NEWTON Shirley - WILKINSON Jenny                       |  160   0.07 | -0.14   0.20 |  0.61 ( 83)  -0.24 ( 76) |  0.97 ( 32)   0.38 ( 51) |  0.27 ( 45)   0.04 ( 31)  -0.42 ( 76) |
WANG Pik-Ching - WONG Wai Man Flora                    |  160   0.04 | -0.48   0.52 |  0.71 ( 83)   0.31 ( 76) |  0.20 ( 43)   1.25 ( 40) |  0.06 ( 44)  -0.01 ( 32)   0.28 ( 76) |
KATO(OTE) Ruri - MARUYAMA Yoko                         |  127   0.04 |  0.25  -0.21 |  0.25 ( 62)  -0.66 ( 65) |  0.45 ( 37)  -0.05 ( 25) | -0.37 ( 37)  -0.12 ( 28)  -0.39 ( 65) |
NOSACKI Michal - SAADA Nathalie                        |  224  -0.01 |  0.15  -0.16 | -0.35 (111)   0.03 (112) | -0.72 ( 57)   0.04 ( 54) |  0.08 ( 56)   0.18 ( 56)  -0.10 (112) |
FUKUYOSHI Yuki - YANAGISAWA Akiko                      |  176  -0.02 | -0.05   0.03 | -0.27 ( 87)   0.31 ( 89) | -0.02 ( 38)  -0.45 ( 49) | -0.07 ( 50)   0.21 ( 39)   0.26 ( 89) |
HAND Valerie - O'KEEFFE Aileen                         |  144  -0.13 | -0.27   0.14 |  0.05 ( 73)   0.24 ( 70) |  0.01 ( 29)   0.08 ( 44) | -0.13 ( 30)   0.05 ( 40)   0.27 ( 70) |
GAZZARI Paula - BAHNA Hilda                            |  144  -0.17 | -0.19   0.02 |  0.06 ( 66)  -0.02 ( 78) | -0.23 ( 33)   0.36 ( 33) |  0.17 ( 47)   0.04 ( 31)  -0.14 ( 78) |
BERDICHEVSKY Rosa - CAMPBELL Paulina                   |  144  -0.30 | -0.34   0.05 |  0.11 ( 72)  -0.02 ( 72) |  0.92 ( 34)  -0.61 ( 38) |  0.45 ( 35)  -0.06 ( 37)  -0.21 ( 72) |
NEUMANN Wai Fong Nancy - CHANG Shirley                 |  144  -0.30 | -0.17  -0.14 |  0.22 ( 67)  -0.46 ( 77) |  0.05 ( 36)   0.43 ( 31) |  0.14 ( 35)  -0.11 ( 42)  -0.46 ( 77) |
PALMER Glenis - CARTNER Linda                          |  144  -0.43 | -0.03  -0.40 | -0.28 ( 74)  -0.54 ( 69) | -0.68 ( 42)   0.24 ( 32) | -0.60 ( 32)  -0.06 ( 37)  -0.23 ( 69) |
GERSON Nancy - NOSNIK Bronia                           |  224  -0.50 | -0.30  -0.20 | -0.45 (110)   0.04 (113) |  0.35 ( 49)  -1.08 ( 61) |  0.23 ( 55)   0.04 ( 58)  -0.09 (113) |
MICHAUX Danielle - TOULET Sandra                       |  144  -0.60 | -0.40  -0.20 | -0.24 ( 75)  -0.16 ( 68) |  0.20 ( 31)  -0.55 ( 44) |  0.49 ( 37)  -0.14 ( 31)  -0.36 ( 68) |
DOLERA Margarita Isabel - TINAJERO Claudia             |  224  -0.69 | -0.79   0.10 | -0.19 (105)   0.37 (117) | -0.40 ( 55)   0.03 ( 50) |  0.28 ( 50)   0.03 ( 67)   0.23 (117) |
MACCIONI Elisabetta - STRIZZI Maria Beatrice           |  127  -0.84 | -0.40  -0.44 | -0.36 ( 48)  -0.49 ( 78) | -1.07 ( 24)   0.34 ( 24) | -0.14 ( 38)  -0.76 ( 40)  -0.03 ( 78) |
FILIPPI Mimma - URBANI Anna Maria                      |  160  -0.84 | -0.27  -0.58 | -0.74 ( 83)  -0.40 ( 77) | -0.67 ( 40)  -0.81 ( 43) |  0.26 ( 29)  -0.32 ( 48)  -0.30 ( 77) |
PECCI Antonia - RITIANI Maurizia                       |  160  -0.85 | -0.07  -0.78 | -0.64 ( 97)  -0.98 ( 63) | -0.64 ( 53)  -0.64 ( 44) | -0.36 ( 31)  -0.21 ( 32)  -0.70 ( 63) |
JOYCE Emer - KENNY Joan                                |  159  -0.98 | -0.64  -0.34 | -0.34 ( 71)  -0.35 ( 87) | -0.15 ( 28)  -0.46 ( 43) | -0.13 ( 39)   0.11 ( 48)  -0.35 ( 87) |
ELDIN Nicole - REYNAUD Catherine                       |  176  -1.06 | -0.78  -0.29 | -0.62 ( 76)  -0.03 ( 99) | -0.47 ( 34)  -0.74 ( 42) | -0.04 ( 47)  -0.19 ( 52)   0.09 ( 99) |

                                                       |             |              |           Play           |        Declaring         |                Defending              |
Players                                                |  No.   IMPs |   Bid   Play |   Declaring    Defending |   Declarer1    Declarer2 |       Lead1        Lead2         Play |
DEAS Lynn - RADIN Judi                                 |   32   1.04 |  0.10   0.94 |  0.44 ( 19)   1.68 ( 13) |  1.20 ( 10)  -0.41 (  9) |  0.19 (  6)  -0.16 (  7)   1.68 ( 13) |
DEY Bharati - KARMARKAR Marianne                       |   16   0.29 |  0.03   0.26 |  1.20 (  7)  -0.47 (  9) |  1.82 (  5)  -0.35 (  2) |  0.05 (  4)   0.25 (  5)  -0.63 (  9) |
KHANDELWAL Himani - MAYADAS Leena                      |   96  -0.03 | -0.10   0.06 |  0.26 ( 48)  -0.13 ( 48) | -0.00 ( 23)   0.50 ( 25) | -0.00 ( 27)   0.02 ( 21)  -0.14 ( 48) |
HUSEINALI Narguis - MICHAUX Danielle                   |   32  -0.81 | -0.00  -0.80 | -1.55 ( 11)  -0.41 ( 21) | -1.90 (  7)  -0.95 (  4) | -0.13 ( 12)  -0.57 (  9)  -0.09 ( 21) |
CHOKSI Rita - MAYADAS Leena                            |   64  -0.89 | -0.54  -0.35 | -0.66 ( 33)  -0.01 ( 30) | -0.25 ( 21)  -1.38 ( 12) |  0.07 ( 14)   0.85 ( 16)  -0.50 ( 30) |
HUSEINALI Narguis - REYNAUD Catherine                  |   16  -0.93 | -0.24  -0.69 | -0.17 (  8)  -1.21 (  8) | -0.66 (  4)   0.32 (  4) | -1.24 (  4)   0.07 (  4)  -0.62 (  8) |
HUSEINALI Narguis - TOULET Sandra                      |   48  -1.06 | -0.93  -0.13 | -0.38 ( 23)   0.09 ( 25) | -0.06 (  7)  -0.52 ( 16) | -0.13 ( 14)   0.03 ( 11)   0.16 ( 25) |
ELDIN Nicole - HUSEINALI Narguis                       |   32  -1.82 | -1.14  -0.69 | -0.97 ( 16)  -0.40 ( 16) | -2.09 (  7)  -0.11 (  9) | -0.26 (  9)  -0.25 (  7)  -0.14 ( 16) |

