                                                       |             |              |           Play           |        Declaring         |                Defending              |
KOISTINEN Kauko - NIEMI Seppo                          |  224  -0.03 |  0.08  -0.10 |  0.19 (115)  -0.42 (108) |  0.33 ( 78)  -0.11 ( 37) | -0.22 ( 53)   0.07 ( 55)  -0.34 (108) |
KROCHMALIK Robert - LAVINGS Paul                       |  144  -0.10 | -0.22   0.12 |  0.03 ( 70)   0.21 ( 74) |  0.04 ( 35)   0.02 ( 35) |  0.10 ( 39)   0.47 ( 35)  -0.07 ( 74) |
DONG Lidang - SHAN Sheng                               |  128  -0.18 | -0.20   0.02 | -0.01 ( 67)   0.05 ( 61) |  0.82 ( 36)  -0.98 ( 31) |  0.11 ( 32)  -0.04 ( 29)   0.02 ( 61) |
BRIKMANE Liga - BENDIKS Janis                          |  160  -0.20 |  0.02  -0.21 | -0.36 ( 73)  -0.09 ( 86) | -0.51 ( 32)  -0.25 ( 41) | -0.06 ( 33)   0.33 ( 53)  -0.27 ( 86) |
BALASOVS Jurijs - BETHERS Uldis                        |  144  -0.21 | -0.05  -0.16 | -0.24 ( 71)  -0.09 ( 73) |  0.02 ( 43)  -0.63 ( 28) |  0.20 ( 35)  -0.11 ( 38)  -0.13 ( 73) |
EINARSSON Bjarni Holmar - JORGENSEN Adalsteinn         |  224  -0.25 | -0.34   0.09 |  0.04 (117)   0.14 (107) |  0.17 ( 51)  -0.06 ( 66) |  0.13 ( 42)  -0.20 ( 65)   0.21 (107) |
DOXIADIS Konstantinos - KANNAVOS Panagiotis            |  176  -0.30 |  0.05  -0.35 |  0.08 ( 84)  -0.75 ( 92) |  0.09 ( 37)   0.07 ( 47) | -0.05 ( 39)  -0.26 ( 53)  -0.58 ( 92) |
BROWN Terry - KANETKAR Avi                             |  160  -0.40 | -0.62   0.22 |  0.12 ( 90)   0.35 ( 70) |  0.84 ( 43)  -0.53 ( 47) |  0.05 ( 36)   0.85 ( 34)  -0.09 ( 70) |
CHAPLET Isabelle - MACGREGOR John                      |  224  -0.41 | -0.51   0.09 |  0.52 (104)  -0.28 (119) |  0.23 ( 44)   0.73 ( 60) | -0.21 ( 51)   0.04 ( 68)  -0.21 (119) |
PASQUINI Paolo - VALDES Jose Maria                     |  160  -0.42 | -0.11  -0.32 | -0.19 ( 89)  -0.48 ( 71) | -0.27 ( 45)  -0.11 ( 44) |  0.14 ( 36)   0.01 ( 35)  -0.55 ( 71) |
GUSSO Franco - HANTOS Jonathan                         |  160  -0.46 | -0.31  -0.14 | -0.18 ( 75)  -0.11 ( 85) | -0.01 ( 28)  -0.28 ( 47) | -0.19 ( 33)  -0.05 ( 52)  -0.01 ( 85) |
DIKGANG Modisaotsile - MINWALLA Diniar                 |  224  -0.60 | -0.16  -0.44 | -0.67 (101)  -0.25 (123) | -0.76 ( 49)  -0.58 ( 52) | -0.26 ( 68)   0.03 ( 55)  -0.11 (123) |
JANSONS Ugis - SMILGAJS Andris                         |  143  -0.64 | -0.52  -0.12 | -0.36 ( 75)   0.15 ( 68) | -0.34 ( 39)  -0.39 ( 36) | -0.11 ( 35)   0.07 ( 33)   0.17 ( 68) |
AOUATE Catherine - WAN HOI Regine                      |  144  -0.84 | -0.39  -0.46 | -0.36 ( 67)  -0.54 ( 77) | -1.08 ( 25)   0.07 ( 42) | -0.35 ( 27)  -0.42 ( 50)  -0.14 ( 77) |
CRUZ Danny - DOHNERT Lutz                              |  128  -1.08 | -0.91  -0.17 | -0.34 ( 52)  -0.05 ( 76) | -0.40 ( 23)  -0.30 ( 29) | -0.12 ( 34)   0.06 ( 42)  -0.03 ( 76) |
LEMARINEL Michel - TEYSSEDRE Philippe                  |  160  -1.18 | -0.54  -0.63 | -0.68 ( 89)  -0.57 ( 71) | -0.72 ( 40)  -0.65 ( 49) | -0.33 ( 37)  -0.31 ( 34)  -0.25 ( 71) |
MAFA Letsogile - MOEDI Omphemetse                      |  224  -1.26 | -0.50  -0.76 | -0.66 (114)  -0.87 (109) | -1.04 ( 63)  -0.19 ( 51) | -0.35 ( 56)  -0.18 ( 53)  -0.61 (109) |
BOYER Marie-Therese - BLANC Robert                     |  144  -1.45 | -0.84  -0.61 | -0.34 ( 75)  -0.91 ( 68) | -0.56 ( 29)  -0.21 ( 46) | -0.16 ( 36)  -0.35 ( 32)  -0.67 ( 68) |
ALLEN Steve - PIZA Eduardo                             |  224  -1.59 | -0.88  -0.71 | -0.70 (122)  -0.72 (102) | -0.24 ( 50)  -1.03 ( 72) | -0.14 ( 52)  -0.14 ( 50)  -0.58 (102) |

                                                       |             |              |           Play           |        Declaring         |                Defending              |
Players                                                |  No.   IMPs |   Bid   Play |   Declaring    Defending |   Declarer1    Declarer2 |       Lead1        Lead2         Play |
KANNAVOS Panagiotis - VROUSTIS Vassilis                |   16   1.92 |  0.37   1.55 |  1.13 ( 12)   2.81 (  4) |  1.49 (  6)   0.78 (  6) |  2.73 (  2)  -0.02 (  2)   1.45 (  4) |
MULTON Franck - ZIMMERMANN Pierre                      |   96   1.40 |  0.68   0.73 |  1.23 ( 46)   0.27 ( 50) |  1.70 ( 33)   0.03 ( 13) |  0.24 ( 22)   0.09 ( 28)   0.11 ( 50) |
EIDI Michel - VROUSTIS Vassilis                        |   64   0.11 | -0.04   0.16 | -0.16 ( 35)   0.53 ( 29) | -0.23 ( 20)  -0.05 ( 15) | -0.06 ( 10)   0.08 ( 19)   0.50 ( 29) |
PROTONOTARIOS Manolis - VROUSTIS Vassilis              |   15  -0.02 | -0.43   0.42 | -0.20 (  5)   0.72 ( 10) |  0.06 (  3)  -0.59 (  2) | -0.08 (  3)   0.32 (  7)   0.52 ( 10) |
KARAMANLIS Philippos - VROUSTIS Vassilis               |   32  -2.21 | -1.16  -1.05 | -1.34 ( 21)  -0.50 ( 11) | -1.05 (  9)  -1.56 ( 12) |  0.09 (  9)   0.17 (  2)  -0.61 ( 11) |

