Players;Count;IMPs;Bid;Play;Decl;#;Def;#;Decl1;#;Decl2;#;Lead1;#;Lead2;#;Play;#
ALLFREY Alexander - ROBSON Andrew;160;0,28;0,04;0,24;0,01;95;  0,59;64;-0,03;37;0,03;58;0,09;39;-0,01;25;0,54;64;
GODED Federico - LANTARON Luis;144;0,24;-0,05;0,29;-0,21;74;  0,82;70;-0,66;42;0,37;32;0,44;39;-0,29;31;0,70;70;
GRAVERSEN Hans Christian - BILDE Dennis;128;0,07;0,10;-0,02;0,20;64;  -0,24;64;0,22;29;0,17;35;0,09;33;0,02;31;-0,30;64;
MAGNUSSON Stephan - NIKOLENKOV Dmitrij;160;0,07;-0,13;0,20;-0,07;80;  0,48;80;0,34;47;-0,66;33;-0,01;41;0,35;39;0,31;80;
MAJUMDER Subir - MUKHERJEE Manas;144;0,04;0,12;-0,07;0,20;74;  -0,36;70;0,24;36;0,15;38;0,25;31;-0,06;39;-0,43;70;
GERIN Dominique - PELLETIER Jean-Claude;160;0,03;0,26;-0,23;-0,18;78;  -0,28;82;-0,06;43;-0,33;35;0,02;43;0,18;39;-0,37;82;
ALRAWASHDEH Samer - ZEINE S,;112;-0,00;-0,02;0,02;0,18;52;  -0,12;58;0,17;24;0,18;28;0,54;27;0,08;31;-0,41;58;
GHANEM Ghassan - MALKAWI Sakher;112;-0,03;-0,18;0,15;0,49;56;  -0,20;54;0,29;33;0,78;23;-0,21;30;0,49;24;-0,30;54;
DE WIJS Simon - MULLER Bauke;127;-0,03;-0,05;0,01;0,08;73;  -0,08;54;-0,39;39;0,63;34;-0,26;29;0,01;25;0,05;54;
DOLAREVIC Samir - TICA Ranko;208;-0,05;-0,12;0,07;-0,10;103;  0,24;105;0,50;51;-0,69;52;-0,09;48;0,24;57;0,15;105;
FORRESTER Tony - GOLD David;144;-0,05;-0,20;0,15;0,55;73;  -0,27;71;0,40;42;0,77;31;-1,22;34;0,26;37;0,17;71;
REICH Stefan - REYGADAS Miguel;224;-0,06;0,21;-0,27;-0,28;97;  -0,26;126;-0,38;39;-0,22;58;-0,38;71;-0,32;55;0,09;126;
PIEDRA Fernando - WILDAVSKY Adam;160;-0,07;0,19;-0,26;-0,23;80;  -0,28;80;-0,06;33;-0,35;47;-0,05;34;-0,25;46;-0,12;80;
DE MENDEZ Thierry - ZIVKOVIC Gojko;128;-0,12;-0,18;0,07;0,15;63;  -0,02;65;-0,01;31;0,30;32;0,21;37;0,26;28;-0,24;65;
GODED MERINO Gonzalo - SABATE Jordi;144;-0,15;-0,24;0,09;0,02;85;  0,19;58;0,21;45;-0,19;40;-0,16;32;-0,10;26;0,32;58;
NABIL Karim - SAAID Abd El-Salam;160;-0,17;0,10;-0,27;-0,53;94;  0,10;66;-0,42;60;-0,73;34;0,26;17;-0,03;49;0,06;66;
MASIC Faruk - MILOVIC Milovan;160;-0,28;-0,27;-0,01;0,11;68;  -0,09;92;0,10;33;0,11;35;0,11;37;0,35;55;-0,34;92;
PAGANI Enrico - SMID Mauricio;224;-0,46;-0,24;-0,23;0,08;113;  -0,54;111;0,16;52;0,01;61;-0,14;65;-0,43;46;-0,28;111;
AMIRY Reda - SHERIF Hussein;144;-0,51;-0,07;-0,44;-0,23;68;  -0,63;76;-0,41;32;-0,08;36;-0,34;37;-0,36;39;-0,28;76;
CARACCI Marcelo - CUEVAS Loreto;224;-0,61;-0,51;-0,10;0,01;115;  -0,22;108;0,17;69;-0,22;46;0,44;42;-0,17;66;-0,29;108;
CROUCH Peter - PATTERSON Derek;144;-0,68;-0,41;-0,27;-0,04;66;  -0,47;78;-0,34;32;0,23;34;-0,33;43;-0,34;35;-0,14;78;
CARCASSONNE-LABAERE Valerie - LABAERE Alain;112;-0,78;-0,63;-0,15;-0,25;55;  -0,06;56;-0,30;35;-0,15;20;0,23;31;-0,19;25;-0,10;56;
AGUAD Fernando - RUBIO Gonzalo;224;-0,81;-0,45;-0,36;-0,08;99;  -0,59;124;-0,08;40;-0,08;59;0,25;55;-0,52;69;-0,41;124;
LEBLONDET Nathalie - LEBLONDET Patrick;144;-0,87;-0,69;-0,17;-0,02;82;  -0,37;62;0,10;40;-0,14;42;0,05;26;-0,09;36;-0,34;62;
CHO Tae Ho - CHUNG Ilsub;224;-0,99;-0,65;-0,34;-0,04;115;  -0,67;109;-0,40;46;0,20;69;-0,26;48;-0,13;61;-0,48;109;
HWANG Iyn Ryung - SUNG Kyung Hae;224;-1,08;-0,74;-0,34;-0,44;108;  -0,25;113;-0,51;61;-0,34;47;0,18;62;-0,70;51;-0,04;113;

Players;Count;IMPs;Bid;Play;Decl;#;Def;#;Decl1;#;Decl2;#;Lead1;#;Lead2;#;Play;#
KALUDERCIC Aleksandar - MASIC Faruk;64;0,01;0,17;-0,17;-0,09;35;  -0,26;29;-0,29;15;0,06;20;-1,11;15;-0,10;14;0,36;29;
KEMPCZYNSKI Alain - LEBLONDET Patrick;16;-0,23;-0,30;0,07;0,35;9;  -0,29;7;-4,92;3;2,98;6;-0,17;2;0,20;5;-0,39;7;
GHANEM Ghassan - ZEINE S,;16;-0,49;0,20;-0,69;-0,76;13;  -0,35;3;-2,14;6;0,42;7;0,00;1;-0,53;2;0,00;3;
JARRAR Zafer - ZEINE S,;64;-0,60;-0,53;-0,07;0,04;32;  -0,19;32;0,16;17;-0,09;15;0,65;17;-0,16;15;-0,46;32;
ALRAWASHDEH Samer - HAIKAL Mohammad;64;-0,83;-0,45;-0,38;-0,44;28;  -0,36;34;-0,00;12;-0,77;16;-0,28;18;-0,30;16;-0,07;34;
ALRAWASHDEH Samer - MALKAWI Sakher;32;-0,87;-0,13;-0,74;-0,86;12;  -0,67;20;-0,98;11;0,44;1;0,23;7;0,49;13;-1,06;20;
HAIKAL Mohammad - MALKAWI Sakher;48;-0,87;-0,58;-0,29;0,42;21;  -0,84;27;0,72;11;0,08;10;-0,47;9;-0,06;18;-0,64;27;
CURIC Miroslav - KALUDERCIC Aleksandar;16;-2,20;-1,35;-0,85;-1,31;5;  -0,64;11;-3,05;3;1,30;2;-0,30;4;0,48;7;-0,83;11;

