Players;Count;IMPs;Bid;Play;Decl;#;Def;#;Decl1;#;Decl2;#;Lead1;#;Lead2;#;Play;#
BLAKSET Lars - LAHRMANN Christian;352;0,18;-0,06;0,24;0,55;194;  -0,09;157;0,57;96;0,52;98;-0,03;77;0,07;80;-0,11;157;
BARBOSA Joao - SARMENTO Paulo;320;0,16;0,14;0,02;0,01;155;  0,06;163;-0,00;84;0,04;71;0,12;84;0,15;79;-0,08;163;
DE ROOS Steve - ARTS Geert;336;0,16;0,10;0,05;0,15;169;  -0,04;166;0,18;93;0,10;76;-0,01;99;-0,07;67;-0,01;166;
WINKLER Gabor - DUMBOVICH Miklos;272;0,15;-0,20;0,35;0,43;141;  0,33;128;0,58;76;0,25;65;0,24;70;0,35;58;0,04;128;
VAINIKONIS Erikas - ARLOVICH Andrei;304;0,15;-0,01;0,15;0,14;151;  0,19;153;0,03;70;0,23;81;-0,01;72;0,29;81;0,04;153;
SZEGEDI Balazs - HEGEDUS Gal;464;0,14;-0,04;0,18;0,25;231;  0,14;232;0,36;114;0,15;117;0,00;120;0,05;112;0,12;232;
SLEMR Jakub - KOPECKY Michal;336;0,11;0,04;0,07;0,27;172;  -0,10;162;0,34;88;0,20;84;-0,23;86;0,53;76;-0,22;162;
CURLIN Igor - KOLDZIC Zoran;320;0,10;0,01;0,09;0,29;153;  -0,08;165;0,19;73;0,38;80;-0,16;75;0,46;90;-0,26;165;
ROMBAUT Jerome - VOLCKER Frederic;272;0,10;0,05;0,04;-0,03;131;  0,15;141;-0,05;69;-0,01;62;0,10;71;0,39;70;-0,10;141;
OJA Olavi - MARIPUU Jaanus;288;0,07;-0,01;0,08;-0,00;153;  0,18;135;0,03;70;-0,03;83;0,44;60;0,05;75;-0,04;135;
KONTOMITROS Konstantinos - KOUKOUSELIS Tassos;320;0,06;-0,02;0,08;0,21;148;  -0,02;171;0,59;74;-0,17;74;0,14;89;0,17;82;-0,17;171;
SZABO Csaba - WINKLER Gabor;160;0,06;0,20;-0,13;-0,77;82;  0,52;78;-0,65;35;-0,86;47;0,35;37;-0,03;41;0,37;78;
PIEDRA Fernando - ZIMMERMANN Pierre;223;0,05;-0,05;0,10;0,08;116;  0,10;107;-0,02;56;0,17;60;0,34;51;-0,11;56;-0,00;107;
VANDERVORST Mike - CAPUTO Philippe;237;0,04;0,06;-0,02;-0,09;126;  0,08;111;-0,44;59;0,22;67;-0,16;57;-0,07;54;0,19;111;
MORARU Dan - TEODORESCU Cornel;400;0,03;0,03;0,01;-0,13;210;  0,16;189;-0,12;118;-0,14;92;0,02;96;0,37;93;-0,03;189;
NIKOLCHEV Klimentin - IVANCHEV Hristo;256;0,03;-0,17;0,19;0,48;142;  -0,13;114;0,53;63;0,43;79;0,02;58;0,05;56;-0,16;114;
CARIC Jurica - DIKLIC Dubravko;304;0,02;0,06;-0,04;0,18;150;  -0,22;152;0,11;83;0,27;67;0,05;73;0,15;79;-0,32;152;
REPS Klaus - FRITSCHE Joerg;304;0,01;-0,17;0,18;0,25;161;  0,13;142;0,34;85;0,15;76;0,24;68;0,07;74;-0,02;142;
NORTON Ben - BELL Michael;351;0,01;-0,09;0,10;0,32;199;  -0,14;152;0,46;98;0,18;101;-0,28;69;0,13;83;-0,09;152;
POTTAGE Julian - RATCLIFF Tony;336;-0,00;0,06;-0,07;0,13;158;  -0,25;178;0,28;68;0,02;90;-0,18;80;0,06;98;-0,20;178;
JONES Gary - LAMFORD Paul;224;-0,01;-0,05;0,04;0,34;118;  -0,24;105;0,46;61;0,21;57;-0,37;53;0,01;52;-0,05;105;
NANEV Ivan - GUNEV Rossen;336;-0,03;-0,04;0,00;0,15;175;  -0,13;160;0,10;84;0,19;91;0,02;75;-0,01;85;-0,14;160;
BERTHEAU Peter - HULT Simon;320;-0,04;0,04;-0,07;-0,16;164;  0,05;155;-0,01;80;-0,31;84;-0,21;81;0,07;74;0,13;155;
AA Terje - LIVGARD Allan;207;-0,04;-0,01;-0,03;-0,16;108;  0,13;98;-0,20;52;-0,13;56;-0,14;51;0,03;47;0,19;98;
NAWROCKI Piotr - WIANKOWSKI Piotr;256;-0,04;-0,03;-0,01;0,32;119;  -0,29;137;0,36;65;0,26;54;0,18;65;0,12;72;-0,44;137;
PEREIRA DE SOUSA Jose - LIMA Paolo Miguel;144;-0,05;0,23;-0,28;-0,06;68;  -0,52;76;0,10;36;-0,23;32;-0,56;34;0,39;42;-0,48;76;
ROLL Josef - LEVIN Amir;272;-0,07;-0,04;-0,03;0,04;127;  -0,09;144;-0,14;66;0,23;61;-0,13;81;0,20;63;-0,11;144;
PROTONOTARIOS Manolis - DELIMPALTADAKIS Nikos;336;-0,08;0,16;-0,24;0,08;173;  -0,57;162;0,15;90;-0,01;83;0,01;86;0,09;76;-0,62;162;
SCHWERDT Christian - LINDE Julius;304;-0,08;-0,13;0,05;-0,12;150;  0,22;153;0,00;75;-0,23;75;0,20;80;0,08;73;0,08;153;
MICHIELSEN Marion - CULLIN Per-Ola;288;-0,09;0,03;-0,12;-0,34;119;  0,02;166;-0,45;54;-0,25;65;0,10;95;-0,01;71;-0,04;166;
VOZABAL David - KLEMS Erik;304;-0,10;-0,08;-0,02;-0,19;149;  0,13;153;0,09;68;-0,42;81;0,20;79;0,22;74;-0,08;153;
JONSSON Birkir - MAGNUSSON Ragnar;320;-0,11;-0,20;0,09;0,17;169;  0,02;151;0,66;81;-0,29;88;0,15;75;0,05;76;-0,08;151;
BASABE Enrique - DE LA MAZA Manuel;304;-0,11;-0,05;-0,06;-0,10;157;  -0,02;143;0,06;76;-0,25;81;-0,09;82;-0,09;61;0,07;143;
DONEV Grozio - DRAGANOV Zhivko;335;-0,12;-0,02;-0,09;-0,04;150;  -0,16;183;-0,09;79;0,02;71;0,15;90;-0,09;93;-0,18;183;
PILON Dominique - BOMPIS Marc;288;-0,12;0,05;-0,17;-0,14;145;  -0,21;141;-0,10;71;-0,18;74;0,21;66;0,02;75;-0,32;141;
SANDERS Derek - ADAMSON Alex;368;-0,14;0,06;-0,20;-0,33;192;  -0,07;175;-0,54;104;-0,08;88;-0,19;84;0,16;91;-0,07;175;
BILUSIC  Ivan - BOREVKOVIC Goran;320;-0,15;0,11;-0,25;-0,40;169;  -0,14;151;-0,74;85;-0,06;84;-0,02;84;-0,22;67;-0,03;151;
NORRIS John - MARQUARDSEN Andreas;240;-0,15;-0,09;-0,06;-0,01;135;  -0,14;103;-0,03;68;0,02;67;-0,08;53;-0,02;50;-0,09;103;
PAREZANIN Darko - GLIGORIJEVIC Marko;288;-0,17;0,01;-0,18;0,05;148;  -0,42;139;0,22;79;-0,14;69;-0,09;75;-0,20;64;-0,28;139;
ZOZIS Sotirios - ANGELOPOULOS Petros;272;-0,17;-0,04;-0,12;-0,21;126;  -0,06;146;-0,10;60;-0,31;66;-0,14;76;-0,07;70;0,04;146;
UZUM Dogan - KIZILOK Omer;368;-0,18;-0,11;-0,07;-0,08;200;  -0,06;166;-0,25;95;0,07;105;0,16;78;-0,38;88;0,07;166;
NIGUL Hendrik - TOOMERE Taavi;320;-0,20;-0,06;-0,14;-0,14;177;  -0,08;142;0,18;77;-0,38;100;-0,02;73;0,29;69;-0,22;142;
MOLDOVAN Daniel - MORARU Marius;384;-0,20;-0,08;-0,12;-0,02;183;  -0,23;200;-0,09;94;0,05;89;-0,14;94;0,16;106;-0,25;200;
PLACKETT Richard Mark - DENNING Paul;336;-0,20;0,10;-0,31;-0,28;177;  -0,36;157;-0,12;99;-0,48;78;0,15;71;0,04;86;-0,45;157;
SIGURJONSSON Julius - KARLSSON Snorri;288;-0,21;0,02;-0,23;0,12;141;  -0,60;147;0,09;80;0,16;61;0,18;67;0,08;80;-0,72;147;
BENDIKS Janis - BETHERS Janis;319;-0,23;-0,22;-0,01;0,03;152;  -0,04;166;-0,17;75;0,22;77;0,04;81;-0,02;85;-0,05;166;
CARRASCO Gabriel - FRACTMAN Gabriel;320;-0,24;0,06;-0,30;-0,25;161;  -0,37;158;-0,35;79;-0,15;82;-0,00;78;-0,09;80;-0,33;158;
WELLAND Roy - AUKEN Sabine;320;-0,25;-0,10;-0,14;0,28;142;  -0,48;178;0,19;74;0,39;68;-0,25;81;-0,14;97;-0,29;178;
ZUNIC Luka - CEKOL Goran;304;-0,25;-0,36;0,11;0,27;128;  0,01;174;0,28;64;0,26;64;0,05;95;0,28;79;-0,15;174;
BELGU Bora - SOHTORIK Yusuf;304;-0,26;-0,04;-0,22;0,13;144;  -0,54;159;-0,23;64;0,42;80;-0,13;85;0,07;74;-0,51;159;
JIMENEZ Ignacio - KNAP Andrzej;304;-0,26;-0,13;-0,13;0,17;134;  -0,38;168;0,22;57;0,13;77;-0,01;84;-0,11;84;-0,33;168;
NEIMANIS Janis - JANSONS Ugis;304;-0,28;-0,04;-0,23;-0,04;134;  -0,42;167;0,01;70;-0,10;64;-0,05;81;0,30;86;-0,55;167;
TOMMASINI Stefano - GREEN Ben;240;-0,32;-0,11;-0,21;-0,23;114;  -0,22;125;-0,09;56;-0,36;58;-0,12;58;0,67;67;-0,52;125;
OLANSKI Wojtek - VAINIKONIS Vytautas;176;-0,32;-0,23;-0,10;-0,06;91;  -0,14;84;-0,25;48;0,15;43;0,17;38;-0,42;46;0,01;84;
ROMANOVSKA Maija - ILZINS Janis;304;-0,36;-0,11;-0,25;0,20;158;  -0,74;145;0,46;85;-0,09;73;0,14;61;-0,24;84;-0,67;145;
SNORRASON Gudmundur - EIRIKSSON Sveinn Runar;320;-0,46;-0,35;-0,11;-0,12;163;  -0,10;157;-0,55;69;0,20;94;0,32;77;0,03;80;-0,27;157;
BAGORDO Alessandro - FOSCHINI  Luca;400;-0,48;-0,23;-0,26;-0,16;199;  -0,37;200;-0,08;111;-0,26;88;-0,11;91;-0,07;109;-0,27;200;
MELCAK Martin - VOJTIK Jakub;272;-0,52;-0,17;-0,35;-0,17;125;  -0,53;146;-0,70;55;0,25;70;-0,21;75;-0,26;71;-0,29;146;
SHENKIN Barnet J - LEVINSON Stephen;336;-0,56;-0,15;-0,41;-0,57;150;  -0,33;186;-0,28;72;-0,84;78;-0,04;97;-0,06;89;-0,28;186;
SOGLIA Roberto - CAPELLO Gianluca;320;-0,57;-0,40;-0,16;0,01;151;  -0,34;168;0,02;67;-0,00;84;-0,07;85;-0,05;83;-0,27;168;
UMUR Omer Celal - ASLAN Bulent;224;-0,61;-0,21;-0,40;-0,39;120;  -0,44;104;-0,13;65;-0,71;55;-0,00;54;-0,31;50;-0,29;104;
STANKOVIC Aleksandar - USCUMLIC Milan;318;-0,61;-0,24;-0,37;-0,09;168;  -0,71;148;-0,16;79;-0,03;89;-0,32;57;-0,09;91;-0,54;148;
PLOSCARU Ioan Laurentiu - COLDEA Ionut;144;-0,79;-0,19;-0,60;-0,33;73;  -0,94;71;-0,52;34;-0,17;39;-0,66;43;0,01;28;-0,54;71;
PLEYDELL-BOUVERIE Archie - MARSHALL Finlay;224;-0,98;-0,68;-0,30;-0,09;90;  -0,48;130;-0,20;50;0,04;40;-0,07;68;-0,03;62;-0,43;130;

Players;Count;IMPs;Bid;Play;Decl;#;Def;#;Decl1;#;Decl2;#;Lead1;#;Lead2;#;Play;#
KLEMS Erik - KOPECKY Michal;16;0,28;-0,08;0,36;-1,18;9;  2,66;7;-2,43;5;0,39;4;1,38;6;-0,37;1;1,54;7;
PLACKETT Richard Mark - LAMFORD Paul;16;-0,03;-0,27;0,24;0,36;11;  0,18;5;0,67;6;-0,00;5;0,28;3;-0,30;2;0,13;5;
VERSACE Alfredo - DONATI Giovanni;16;-0,34;-0,19;-0,15;0,22;10;  -0,29;6;-1,66;3;1,03;7;-0,22;1;-0,02;5;-0,24;6;
RATCLIFF Tony - LAMFORD Paul;16;-0,37;-0,07;-0,30;-0,86;8;  0,13;8;-3,91;3;0,97;5;-0,94;5;-0,38;3;0,86;8;
SOGLIA Roberto - FAZZARDI Gianfranco;80;-0,41;0,01;-0,42;-0,58;35;  -0,37;45;0,14;19;-1,43;16;0,18;20;-0,03;25;-0,43;45;
SZABO Csaba - DUMBOVICH Miklos;32;-0,50;-0,90;0,41;0,60;20;  0,23;12;-0,78;9;1,73;11;0,04;4;-0,15;8;0,31;12;
PAOLUCCI Mauro - FAZZARDI Gianfranco;95;-0,73;-0,86;0,13;0,24;37;  0,12;58;0,35;20;0,12;17;0,07;31;0,21;27;-0,02;58;
SOHTORIK Yusuf - ASLAN Bulent;32;-0,79;-0,61;-0,18;0,15;17;  -0,51;15;-0,04;10;0,42;7;0,76;7;-0,42;8;-0,64;15;
CAPELLO Gianluca - FAZZARDI Gianfranco;32;-0,98;-0,51;-0,46;-0,44;16;  -0,54;16;-0,24;9;-0,69;7;-0,07;10;-1,04;6;-0,11;16;

